,Latitude,Longitude,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
871,21.41493615,-88.86112767,1131,14,1688,14,1416,14,4958,13,2647,10,6154,7,2495,11,,,,
3557,21.41186763,-88.87766132,4521,13,4174,13,4143,15,480,6,,,,,,,,,,
7281,21.40953435,-88.89029046,678,13,4744,8,,,,,,,,,,,,,,
4063,21.40665924,-88.90591915,7850,6,8214,5,481,11,,,,,,,,,,,,
1249,21.40263024,-88.92791861,1558,14,1074,10,2676,10,7720,9,,,,,,,,,,
2891,21.39698008,-88.95888817,7258,15,3481,11,4008,15,,,,,,,,,,,,
3079,21.3890342,-89.00245865,3122,13,,,,,,,,,,,,,,,,
4738,21.37776858,-89.06366227,3792,10,4727,7,,,,,,,,,,,,,,
7003,21.36141345,-89.14970714,7416,12,264,6,4771,12,6888,10,6000,6,,,,,,,,
6776,21.33659842,-89.2702046,8186,8,3494,15,1662,10,,,,,,,,,,,,
1558,21.29560562,-89.43812014,4947,10,1249,14,,,,,,,,,,,,,,
5168,21.2379199,-89.61851836,6212,14,,,,,,,,,,,,,,,,
1620,21.18534033,-89.74340087,1235,12,7596,10,3685,7,6575,10,24,6,,,,,,,,
1315,21.13495148,-89.83946408,324,13,,,,,,,,,,,,,,,,
2686,21.05874732,-89.95713015,1785,11,3459,12,5512,8,2612,13,,,,,,,,,,
3919,20.93332014,-90.10808162,3044,9,7931,11,3591,8,,,,,,,,,,,,
4771,20.78430115,-90.24541852,7003,12,746,13,7837,9,,,,,,,,,,,,
292,20.66853839,-90.33069663,2701,15,2153,11,7420,5,8025,6,,,,,,,,,,
5051,20.5824757,-90.38460671,4822,8,5491,7,1761,14,5753,10,,,,,,,,,,
6360,20.51423604,-90.42236354,217,11,4008,10,3857,10,173,9,,,,,,,,,,
3403,20.42675173,-90.46537549,2711,8,4905,7,,,,,,,,,,,,,,
6966,20.30113737,-90.51954357,155,10,5212,5,,,,,,,,,,,,,,
7720,20.12358154,-90.5876891,5753,10,1249,9,,,,,,,,,,,,,,
6908,19.96217496,-90.64809851,982,11,6377,15,262,10,,,,,,,,,,,,
2780,19.8482967,-90.69355293,3343,12,5310,14,3386,14,2479,10,1253,14,,,,,,,,
4947,19.76833651,-90.72839597,1558,10,5848,8,1341,7,7799,12,3409,15,4275,10,,,,,,
6493,19.71001086,-90.75596713,453,11,2551,13,1960,8,3054,8,6630,6,,,,,,,,
5202,19.642743,-90.79050549,2349,12,1390,13,1448,13,,,,,,,,,,,,
5610,19.55021285,-90.84333301,2273,13,2260,6,1960,9,6636,11,2153,15,2024,11,,,,,,
4174,19.42477806,-90.92637422,5417,12,3557,13,6646,11,,,,,,,,,,,,
6273,19.26579506,-91.05599785,3555,13,4113,9,6963,7,6595,8,,,,,,,,,,
2994,19.14397014,-91.18179766,2191,15,4144,8,7240,10,1080,12,1340,15,2456,8,,,,,,
2805,19.06651015,-91.28006154,6154,7,2810,13,8143,5,3787,7,,,,,,,,,,
5989,19.00796539,-91.36852987,6044,15,513,15,688,5,8211,14,,,,,,,,,,
1932,19.10716165,-96.05690444,1529,9,5695,15,1390,7,8147,12,6782,14,5475,5,23,5,,,,
3412,19.21729905,-96.13979746,7400,8,6251,5,7357,14,,,,,,,,,,,,
1253,19.29775816,-96.19540017,465,5,6433,14,5480,7,7754,7,6125,10,2226,9,2780,14,,,,
4811,19.35559301,-96.23367687,3567,15,3007,13,,,,,,,,,,,,,,
7666,19.3969804,-96.26046557,8005,10,7187,15,277,14,4566,15,,,,,,,,,,
7850,19.42655216,-96.27938523,4696,8,982,8,708,12,4063,6,1436,15,6514,9,5945,12,678,8,,
2163,19.44756015,-96.29274347,5341,13,1140,15,6550,5,,,,,,,,,,,,
688,19.46251391,-96.30222066,5096,5,1245,9,7805,11,5989,5,1812,13,,,,,,,,
324,19.47315615,-96.30895312,1315,13,1308,5,5766,8,2943,12,,,,,,,,,,
986,19.48071671,-96.31373118,1170,9,5748,6,777,15,,,,,,,,,,,,
3671,19.48610796,-96.3171363,578,11,5312,9,4454,9,3367,6,7654,6,5858,8,3530,12,4072,13,,
1170,19.49126585,-96.32039271,6838,13,2292,7,986,9,,,,,,,,,,,,
4091,19.49844504,-96.32492324,1058,6,3343,5,104,10,7825,10,3344,15,,,,,,,,
7241,19.50854649,-96.33129405,253,7,7593,10,2471,11,6999,14,3567,11,1299,7,3018,12,370,14,,
684,19.52274421,-96.34024107,3633,8,924,10,3348,12,6404,11,6479,14,,,,,,,,
2701,19.542729,-96.35282163,292,15,6744,5,5251,11,,,,,,,,,,,,
465,19.57088108,-96.37051995,2319,11,1253,5,6843,8,10,8,3911,12,6107,5,,,,,,
3463,19.61046955,-96.39536909,1597,14,5975,8,749,12,3497,6,5902,13,,,,,,,,
1774,19.66623015,-96.43031397,1874,8,1148,7,,,,,,,,,,,,,,
942,19.74459914,-96.4793784,1341,14,721,10,5615,9,6784,13,1962,6,,,,,,,,
5651,19.85495557,-96.54854009,6572,11,4930,12,782,9,7376,14,1567,12,3746,10,1753,11,,,,
3164,19.97830701,-96.62624319,882,12,694,15,2349,12,,,,,,,,,,,,
5342,20.06694651,-96.68254418,7340,15,2945,10,,,,,,,,,,,,,,
480,20.12983251,-96.72281391,1612,15,3557,6,3823,5,,,,,,,,,,,,
5623,20.17445647,-96.75158752,168,6,3881,7,7544,8,5251,8,3141,7,7837,11,2394,8,,,,
253,20.2061299,-96.77212283,7241,7,5252,13,5376,13,2483,5,2617,6,6308,15,732,7,1958,14,,
5190,20.2286338,-96.78677428,6648,15,1812,7,3857,13,,,,,,,,,,,,
7376,20.24460938,-96.79720786,5651,14,,,,,,,,,,,,,,,,
782,20.25596879,-96.80464365,5096,8,2750,12,5651,9,4530,14,4185,12,2495,15,6125,8,,,,
2483,20.26403584,-96.80993308,5695,8,6950,8,1746,14,253,5,229,9,3881,13,171,8,3933,6,,
1529,20.27060052,-96.81424289,1932,9,,,,,,,,,,,,,,,,
1718,20.27926049,-96.81993556,900,6,1274,9,5450,15,4913,15,5524,15,6255,9,,,,,,
1961,20.29144167,-96.82795626,1667,5,495,10,5540,12,,,,,,,,,,,,
2559,20.30859172,-96.83927329,3909,10,3319,5,6964,12,,,,,,,,,,,,
2238,20.33264627,-96.85518977,202,14,8043,15,3550,7,204,13,,,,,,,,,,
3481,20.36652207,-96.87767598,2891,11,1148,11,,,,,,,,,,,,,,
5556,20.41402819,-96.90930927,4469,8,,,,,,,,,,,,,,,,
5212,20.4810326,-96.9540082,6966,5,,,,,,,,,,,,,,,,
413,20.57512611,-97.0166165,1299,7,1960,5,8090,13,5919,6,1987,10,,,,,,,,
2050,20.70528796,-97.10203986,7362,5,,,,,,,,,,,,,,,,
2104,20.81988757,-97.17515785,3442,14,5096,11,3623,13,,,,,,,,,,,,
7337,20.90222064,-97.22597284,5892,6,5911,14,1148,12,4981,7,,,,,,,,,,
4696,20.96114555,-97.26127004,7850,8,2471,13,,,,,,,,,,,,,,
1074,21.00324876,-97.28587901,1249,10,3417,10,1829,13,5210,5,,,,,,,,,,
1609,21.03335972,-97.30314371,900,15,203,15,7480,14,,,,,,,,,,,,
1466,21.06193414,-97.31925802,1753,12,7946,15,7934,8,,,,,,,,,,,,
117,21.10180645,-97.34130117,185,14,3860,13,4378,15,5669,15,,,,,,,,,,
3017,21.15826224,-97.37162869,4181,13,3288,7,6914,12,4039,9,,,,,,,,,,
1324,21.23838748,-97.41288692,1746,13,7151,8,3823,14,4072,7,5401,13,,,,,,,,
1699,21.35221036,-97.46787794,6404,14,2017,12,3621,10,,,,,,,,,,,,
7741,21.50803726,-97.53621446,6444,8,7147,10,3679,9,5615,8,,,,,,,,,,
136,21.63907802,-97.5873952,4913,9,6838,7,4938,12,7798,6,,,,,,,,,,
682,21.73343547,-97.62064946,1235,14,,,,,,,,,,,,,,,,
907,21.80091478,-97.64256462,366,6,1283,14,3857,6,46,13,7931,14,1140,15,,,,,,
4378,21.84910497,-97.65725539,982,15,117,15,5515,13,,,,,,,,,,,,
7259,21.88897021,-97.66880086,5790,11,5617,12,2013,9,,,,,,,,,,,,
3367,21.94192028,-97.68329365,5543,12,1829,6,5341,12,3343,10,3671,6,1245,5,,,,,,
4078,22.01693177,-97.70221439,171,15,3443,5,6086,10,,,,,,,,,,,,
3122,22.1229706,-97.72582945,1351,12,3079,13,7116,13,5177,15,3752,10,,,,,,,,
1283,22.27332144,-97.75324938,749,9,155,12,6125,12,907,14,6505,13,,,,,,,,
8214,22.43537231,-97.7751595,5553,9,264,6,4063,5,,,,,,,,,,,,
8147,22.55194029,-97.78619208,5231,6,4182,11,1932,12,7946,11,,,,,,,,,,
7240,22.63488527,-97.79169593,2994,10,,,,,,,,,,,,,,,,
508,22.69394379,-97.79444478,2293,6,3044,15,5515,9,983,11,721,7,255,14,,,,,,
2186,22.73592074,-97.79581291,10,11,,,,,,,,,,,,,,,,
5253,22.77180516,-97.79660106,4308,8,578,13,,,,,,,,,,,,,,
5322,22.82044537,-97.79714341,7505,14,,,,,,,,,,,,,,,,
2037,22.88886832,-97.79699862,1510,15,3417,5,,,,,,,,,,,,,,
7121,22.985123,-97.79532176,2270,12,3933,6,,,,,,,,,,,,,,
2249,23.12053704,-97.79094723,2301,14,,,,,,,,,,,,,,,,
2112,23.28892852,-97.78418382,3969,12,5251,11,8164,7,,,,,,,,,,,,
1058,23.41634296,-97.77966134,4091,6,1659,12,4370,15,4847,11,,,,,,,,,,
3443,23.50688726,-97.77750357,6380,7,4218,5,6377,6,7593,11,4078,5,,,,,,,,
3357,23.57132126,-97.77678101,3178,10,1141,12,,,,,,,,,,,,,,
7248,23.61708021,-97.77677944,5454,8,,,,,,,,,,,,,,,,
4371,23.65031455,-97.77708245,5543,10,6702,7,,,,,,,,,,,,,,
1874,23.68685802,-97.77771986,4416,11,1774,8,367,13,,,,,,,,,,,,
2810,23.73821042,-97.77908135,3599,11,4337,14,2805,13,,,,,,,,,,,,
4313,23.81044692,-97.78170496,7093,15,4892,8,192,7,229,7,,,,,,,,,,
6172,23.91202261,-97.78619822,8043,9,4237,6,,,,,,,,,,,,,,
4930,24.05494134,-97.79242236,6404,9,5651,12,,,,,,,,,,,,,,
3530,24.23770036,-97.79621415,4627,12,4290,11,6834,11,1611,8,3671,12,,,,,,,,
7810,24.3789918,-97.79242244,3854,6,,,,,,,,,,,,,,,,
3608,24.47917416,-97.78439707,273,11,,,,,,,,,,,,,,,,
5940,24.55342572,-97.77484251,6032,6,,,,,,,,,,,,,,,,
2972,24.64123058,-97.75931347,4580,12,6280,9,495,13,4181,13,7437,5,2219,6,,,,,,
5543,24.76375297,-97.73096899,4371,10,3494,14,3367,12,1721,6,2293,5,,,,,,,,
7269,24.93185146,-97.68234984,2706,11,3000,13,5613,6,6702,15,,,,,,,,,,
7898,25.08556674,-97.63173865,7220,7,,,,,,,,,,,,,,,,
4847,25.19441416,-97.59450452,6784,10,6595,5,1058,11,,,,,,,,,,,,
1113,25.27175394,-97.56821673,1510,11,,,,,,,,,,,,,,,,
4744,25.32686728,-97.5498816,4265,11,730,8,7281,8,7583,10,,,,,,,,,,
5827,25.36608645,-97.53714724,1448,5,1349,15,5868,11,5512,7,3679,10,,,,,,,,
202,25.39445376,-97.52813946,2238,14,2456,10,5553,10,,,,,,,,,,,,
2260,25.42472399,-97.51873898,5610,6,1987,9,4898,8,6832,12,,,,,,,,,,
1080,25.46726894,-97.50590858,3843,11,2943,12,1447,13,2994,12,4529,13,,,,,,,,
8051,25.5273829,-97.48856552,1768,13,3317,15,4345,10,2551,14,,,,,,,,,,
6316,25.61219554,-97.46573131,6646,8,,,,,,,,,,,,,,,,
2676,25.73223641,-97.43688042,1249,10,1349,6,3,14,5540,6,,,,,,,,,,
255,25.89844772,-97.40418469,1871,8,508,14,,,,,,,,,,,,,,
7220,26.04309859,-97.38319034,1175,6,4571,8,7898,7,,,,,,,,,,,,
7204,26.14648429,-97.37278045,5848,10,4708,12,,,,,,,,,,,,,,
5512,26.22009523,-97.36784167,1635,8,1274,8,4559,8,2963,6,6702,15,5827,7,2686,8,1235,11,,
982,26.27314621,-97.36561007,7850,8,4378,15,6908,11,2572,9,674,6,203,8,1416,5,,,,
4491,26.32904432,-97.36444804,604,8,,,,,,,,,,,,,,,,
7069,26.40737976,-97.36453611,5524,11,,,,,,,,,,,,,,,,
2582,26.51772637,-97.36707393,3074,13,,,,,,,,,,,,,,,,
6304,26.67267581,-97.37266404,7270,12,3718,7,868,15,7654,7,7934,6,,,,,,,,
1708,26.86445837,-97.37685837,6913,10,3633,8,2881,8,,,,,,,,,,,,
7252,27.00891224,-97.37312347,4708,15,1628,12,1635,5,,,,,,,,,,,,
5252,27.1112611,-97.36447573,253,13,3860,6,6280,15,4531,11,732,11,1855,13,,,,,,
6838,27.19058455,-97.35326991,2763,9,136,7,1170,13,95,15,3953,5,,,,,,,,
1415,27.29074519,-97.33295419,7970,13,2394,9,,,,,,,,,,,,,,
1987,27.42962371,-97.29364629,6653,15,2260,9,413,10,4213,5,,,,,,,,,,
8005,27.60953621,-97.22402375,2763,10,7666,10,2479,12,1852,10,1599,7,2089,12,1390,12,,,,
5848,27.75085909,-97.15489441,7204,10,4947,8,3409,7,1351,12,3685,10,5189,13,,,,,,
1175,27.84886435,-97.09960994,7220,6,2135,13,7480,8,6105,15,,,,,,,,,,
7211,27.91721093,-97.05751935,7235,14,6999,7,2758,5,,,,,,,,,,,,
6858,27.96514652,-97.02626808,343,12,1721,14,,,,,,,,,,,,,,
2451,28.00547482,-96.99886521,4275,7,5096,10,6685,8,,,,,,,,,,,,
95,28.05919734,-96.96067585,6838,15,415,14,3555,9,262,9,5109,12,1020,8,,,,,,
3409,28.13338461,-96.90437,4947,15,5848,7,5428,12,3539,13,4838,13,,,,,,,,
4854,28.23442382,-96.81971249,5524,5,3661,7,1802,13,2160,5,4623,14,6681,15,,,,,,
2772,28.36816193,-96.68888585,1436,10,,,,,,,,,,,,,,,,
1416,28.49695905,-96.53221079,871,14,5590,9,982,5,,,,,,,,,,,,
4911,28.57729189,-96.40899885,3351,5,6572,10,6444,8,4237,8,192,6,140,6,7140,15,,,,
559,28.63083512,-96.30823141,2516,8,6832,9,,,,,,,,,,,,,,
6433,28.68859786,-96.17606512,1253,14,3911,6,,,,,,,,,,,,,,
678,28.75952169,-95.98474383,3685,6,2963,6,7281,13,7850,8,,,,,,,,,,
6904,28.85103826,-95.73933533,6656,13,4218,11,5655,8,721,12,604,6,,,,,,,,
560,28.93900278,-95.55885226,7258,12,6832,13,4469,11,,,,,,,,,,,,
3555,29.02937116,-95.42995446,6273,13,95,9,6752,9,6646,8,7326,5,,,,,,,,
240,29.16885199,-95.2838437,4158,12,4213,7,501,10,481,15,140,15,,,,,,,,
5617,29.36568221,-95.10049728,1349,14,7259,12,7151,6,115,15,1628,15,8043,6,,,,,,
4144,29.5118227,-94.93036794,2319,11,2994,8,731,9,518,10,,,,,,,,,,
5177,29.5978498,-94.76241765,4213,5,2130,13,3122,15,,,,,,,,,,,,
1164,29.65408199,-94.53855704,730,7,3,7,459,13,,,,,,,,,,,,
2623,29.67366875,-94.36116995,1612,15,7386,5,4838,12,,,,,,,,,,,,
2758,29.67993334,-94.2345372,344,8,2135,10,5323,15,7211,5,,,,,,,,,,
5080,29.68192016,-94.14425954,6464,12,7265,13,,,,,,,,,,,,,,
2479,29.6825015,-94.08015984,837,6,8005,12,4039,6,2780,10,7495,7,,,,,,,,
2224,29.68263374,-94.03456127,3269,14,2698,12,,,,,,,,,,,,,,
6656,29.68263284,-94.00219441,6904,13,162,14,7876,13,3679,8,,,,,,,,,,
2742,29.6826008,-93.97913475,5613,8,3787,8,,,,,,,,,,,,,,
2008,29.68256811,-93.96276877,3212,10,3317,14,5858,9,5474,14,,,,,,,,,,
4958,29.68254194,-93.95113206,871,13,4568,10,155,15,1131,9,,,,,,,,,,
7654,29.68252263,-93.94286532,3112,12,3671,6,6304,7,,,,,,,,,,,,
6914,29.68250882,-93.93698774,1597,15,1521,15,3017,12,6550,11,2394,14,,,,,,,,
168,29.68249857,-93.93260817,4158,5,7593,14,5623,6,5751,14,,,,,,,,,,
7140,29.6824865,-93.92738971,5624,9,3550,15,2226,13,594,6,1768,5,4911,15,,,,,,
2394,29.68246979,-93.92004671,6963,7,6707,6,1415,9,4213,12,6914,14,5623,8,,,,,,
2310,29.68244691,-93.90971514,579,8,1908,6,,,,,,,,,,,,,,
4047,29.68241623,-93.89517317,3859,6,,,,,,,,,,,,,,,,
2963,29.68237684,-93.87473132,1908,10,678,6,7350,10,5512,6,2611,8,2495,14,,,,,,
4605,29.6823308,-93.84597976,1829,8,3942,8,1510,10,,,,,,,,,,,,
6707,29.68229006,-93.80547493,6105,6,2394,6,,,,,,,,,,,,,,
882,29.68229596,-93.74856423,3164,12,192,8,,,,,,,,,,,,,,
837,29.68247239,-93.66846584,7619,11,2479,6,1908,14,2612,13,343,5,,,,,,,,
7533,29.68317243,-93.55594899,6105,13,,,,,,,,,,,,,,,,
5590,29.68539214,-93.39745494,3136,5,1102,10,1416,9,3003,8,,,,,,,,,,
924,29.68989264,-93.22863178,416,13,1308,5,5028,11,684,10,3591,13,,,,,,,,
5868,29.69482707,-93.10776997,3599,10,5827,11,,,,,,,,,,,,,,
185,29.69935193,-93.02196635,117,14,370,12,7340,13,3911,9,,,,,,,,,,
204,29.70314073,-92.960971,6073,7,3485,8,3442,5,523,7,3648,10,2238,13,7068,15,,,,
383,29.70612664,-92.91784566,7669,15,2612,10,1843,8,1341,5,,,,,,,,,,
4767,29.7086788,-92.88370459,2270,9,192,8,8143,7,2618,10,4308,6,,,,,,,,
4370,29.71211124,-92.84064912,1058,15,621,9,7931,11,6514,8,,,,,,,,,,
3044,29.71724798,-92.7798141,508,15,4637,7,732,15,6262,8,3919,9,,,,,,,,
3787,29.72470299,-92.69431627,2292,8,7903,13,1705,10,2742,8,2805,7,,,,,,,,
7265,29.73472661,-92.57389644,3802,11,5080,13,6999,13,,,,,,,,,,,,
2135,29.74512778,-92.40438006,1175,13,4032,5,2017,8,2758,10,1667,10,7825,8,,,,,,
5323,29.74415641,-92.17285889,8157,8,5341,14,2579,14,2758,15,,,,,,,,,,
7420,29.71950583,-91.9786625,7373,15,292,5,,,,,,,,,,,,,,
8164,29.67661539,-91.82617457,2112,7,171,9,,,,,,,,,,,,,,
4727,29.59382171,-91.63615076,4738,7,,,,,,,,,,,,,,,,
621,29.47093462,-91.40806639,7294,11,4345,7,1662,15,4370,9,,,,,,,,,,
4345,29.37843276,-91.2325863,3936,5,6939,8,621,7,1852,11,8051,10,1662,14,,,,,,
3964,29.32050252,-91.1029863,5119,7,5544,14,,,,,,,,,,,,,,
7055,29.27880002,-90.98440603,10,7,3621,15,1131,10,,,,,,,,,,,,
1131,29.23588323,-90.81656843,871,14,4958,9,5480,6,7055,10,7767,9,,,,,,,,
3046,29.20187318,-90.61408667,1299,9,2898,14,4954,6,,,,,,,,,,,,
7619,29.18505312,-90.46393273,837,11,1521,6,,,,,,,,,,,,,,
7357,29.1759222,-90.35697712,3412,14,487,14,4822,15,1140,15,,,,,,,,,,
594,29.17037376,-90.28065336,1020,14,8043,11,2301,14,7140,6,,,,,,,,,,
5454,29.16677121,-90.22660004,3685,6,7248,8,1510,5,,,,,,,,,,,,
501,29.1643087,-90.1880002,7057,10,2647,8,240,10,2495,11,,,,,,,,,,
4308,29.16260028,-90.16065809,5450,8,4290,14,5401,6,5919,7,5253,8,4767,6,3054,15,,,,
5753,29.16139289,-90.14115578,3623,13,7720,10,115,14,5051,10,,,,,,,,,,
3550,29.16053844,-90.12730346,6230,10,7140,15,2238,7,,,,,,,,,,,,
4436,29.15993222,-90.11746429,3792,7,,,,,,,,,,,,,,,,
1599,29.15950218,-90.11048416,4892,9,3942,7,3802,5,1235,8,8005,7,,,,,,,,
2404,29.159195,-90.10549978,1662,8,6630,15,2617,14,2293,13,7505,11,,,,,,,,
6105,29.15897721,-90.1019675,6707,6,487,15,1175,15,7533,13,,,,,,,,,,
1908,29.15882228,-90.09945567,2963,10,837,14,7416,5,6572,14,2310,6,,,,,,,,
7117,29.15871204,-90.09766883,7505,10,,,,,,,,,,,,,,,,
3226,29.15863373,-90.09639999,5506,14,,,,,,,,,,,,,,,,
7624,29.15857806,-90.09549828,4795,9,367,8,,,,,,,,,,,,,,
7064,29.15853227,-90.09475658,749,9,7915,6,,,,,,,,,,,,,,
2023,29.15847154,-90.09377293,3942,10,3843,12,6973,14,,,,,,,,,,,,
1256,29.15838601,-90.09238818,3599,14,6850,13,1954,7,3040,10,,,,,,,,,,
6752,29.15826561,-90.09043924,3555,9,835,6,1121,7,,,,,,,,,,,,
5984,29.15809646,-90.08770177,2382,14,1359,14,948,15,868,7,518,11,,,,,,,,
7294,29.1578581,-90.08384544,6208,6,621,11,,,,,,,,,,,,,,
3933,29.15752246,-90.07841613,1662,15,7121,6,1841,10,2483,6,,,,,,,,,,
3442,29.15705128,-90.07079174,2104,14,204,5,,,,,,,,,,,,,,
5450,29.15638923,-90.06006382,4308,8,1718,15,5344,7,6315,13,1659,5,4867,9,,,,,,
6888,29.1554625,-90.04498755,7003,10,229,6,893,12,,,,,,,,,,,,
3212,29.15416688,-90.02370703,10,7,2008,10,2456,12,1390,12,4637,14,2468,5,5028,8,4181,12,,
2160,29.15238963,-89.99387071,36,14,5312,11,1962,12,416,5,4854,5,1644,13,842,6,,,,
1349,29.15000952,-89.95189055,5617,14,4087,9,5333,14,2676,6,5827,15,7903,6,,,,,,
6939,29.1470303,-89.89281452,7505,15,4345,8,4898,7,7116,7,5515,12,7363,11,8211,13,,,,
1049,29.14401396,-89.80960341,1189,10,7326,8,4087,10,3494,5,23,6,,,,,,,,
1340,29.14394354,-89.69319772,2273,9,5285,15,2994,15,3969,12,,,,,,,,,,
730,29.16461759,-89.53238037,1164,7,6973,7,4744,8,6505,11,7569,11,,,,,,,,
6828,29.32431712,-89.48902186,3854,15,606,15,3497,5,,,,,,,,,,,,
3051,29.55559773,-89.67769619,4637,15,3695,6,,,,,,,,,,,,,,
4265,29.91299883,-89.86354883,7931,6,1764,6,7749,9,4113,5,4744,11,7151,11,,,,,,
2013,30.18855414,-89.48886901,2750,5,5751,11,7386,6,674,14,7259,9,1274,14,,,,,,
1691,30.27018548,-89.12605668,6950,10,273,15,587,13,5615,7,5975,10,6107,15,6410,15,,,,
7187,30.3072526,-88.86242961,7666,15,,,,,,,,,,,,,,,,
5790,30.32642491,-88.67384883,7259,11,3054,9,,,,,,,,,,,,,,
6410,30.3370228,-88.53929737,5949,14,805,8,1691,15,,,,,,,,,,,,
4469,30.34313062,-88.44347858,2570,8,5556,8,3319,7,2545,9,560,11,,,,,,,,
2698,30.34676261,-88.3752578,2224,12,7066,10,2273,11,,,,,,,,,,,,
6212,30.34935618,-88.31799686,7379,7,5168,14,7596,6,7378,7,2579,5,,,,,,,,
6834,30.35219727,-88.24118489,3530,11,,,,,,,,,,,,,,,,
5312,30.35501211,-88.13309274,2160,11,7258,15,3671,9,,,,,,,,,,,,
931,30.35688361,-87.9810153,481,8,,,,,,,,,,,,,,,,
835,30.35666865,-87.7768742,759,13,6752,6,3661,6,6230,11,,,,,,,,,,
4531,30.35588756,-87.60785216,1406,11,2383,10,5252,11,344,13,3718,5,,,,,,,,
2711,30.3562825,-87.4875754,913,12,4795,15,3403,8,1180,9,5526,7,6784,15,1619,6,,,,
6308,30.35763235,-87.40204643,2130,6,253,15,,,,,,,,,,,,,,
2577,30.35934904,-87.34129203,4282,14,1611,5,,,,,,,,,,,,,,
6230,30.36131328,-87.29151552,5686,6,3550,10,1597,10,835,11,,,,,,,,,,
6086,30.36463205,-87.22560079,1140,11,4078,10,,,,,,,,,,,,,,
606,30.37030364,-87.13290586,6828,15,1102,11,,,,,,,,,,,,,,
7876,30.37920949,-87.00257548,5949,12,1812,14,2063,14,6656,13,3695,15,,,,,,,,
4900,30.39059223,-86.81927992,4290,8,2570,10,,,,,,,,,,,,,,
7934,30.3961009,-86.59134922,686,13,3000,5,1612,9,1466,8,6304,6,,,,,,,,
