,Latitude,Longitude,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
7011,21.02454158,-87.04283398,6393,14,,,,,,,,,,,,,,,,
3371,21.23772671,-87.06146941,75,9,916,11,2079,8,,,,,,,,,,,,
9020,21.43464784,-87.18159382,344,9,9177,7,2059,8,1935,14,1098,5,,,,,,,,
8783,21.53576962,-87.40403551,3796,11,6799,6,2091,13,7654,10,,,,,,,,,,
6575,21.56331178,-87.59175005,1852,7,4360,12,2785,8,8049,10,,,,,,,,,,
1929,21.56803591,-87.72679459,1244,6,6277,15,,,,,,,,,,,,,,
8409,21.5662041,-87.82269747,2068,9,8693,14,8758,15,4492,6,,,,,,,,,,
5646,21.56282532,-87.8908182,4571,9,7182,15,,,,,,,,,,,,,,
3222,21.55948584,-87.93970245,8567,13,9268,10,7027,12,,,,,,,,,,,,
2068,21.55526568,-87.99074125,6188,5,2510,7,8409,9,293,12,67,15,,,,,,,,
6930,21.54818514,-88.06225736,6587,13,1941,6,,,,,,,,,,,,,,
7774,21.53618812,-88.16251993,5378,5,1058,9,776,8,,,,,,,,,,,,
2481,21.51591924,-88.30312952,5304,10,426,9,2086,11,3521,9,,,,,,,,,,
5170,21.48706355,-88.47478763,589,7,4006,15,,,,,,,,,,,,,,
2956,21.46357188,-88.60319377,4832,15,3259,5,2455,8,1582,13,9316,13,,,,,,,,
4586,21.44641046,-88.6942651,3658,10,1965,7,3055,11,,,,,,,,,,,,
8486,21.43413914,-88.75900362,2740,10,8685,11,2785,11,,,,,,,,,,,,
1546,21.42542884,-88.80510574,1564,11,,,,,,,,,,,,,,,,
6512,21.41927869,-88.83785684,5294,7,9339,11,2887,7,,,,,,,,,,,,
7032,21.41493615,-88.86112767,6058,15,2059,6,,,,,,,,,,,,,,
9198,21.41186763,-88.87766132,4807,9,6393,6,1357,6,919,9,8321,14,,,,,,,,
357,21.40953435,-88.89029046,3468,7,7311,5,6710,9,,,,,,,,,,,,
5495,21.40665924,-88.90591915,3149,10,9343,7,1404,10,3862,11,,,,,,,,,,
8907,21.40263024,-88.92791861,7817,8,,,,,,,,,,,,,,,,
6891,21.39698008,-88.95888817,4847,12,5376,15,3827,9,953,9,,,,,,,,,,
6277,21.3890342,-89.00245865,4591,7,9415,11,4511,5,1929,15,2656,6,,,,,,,,
6409,21.37776858,-89.06366227,8321,9,,,,,,,,,,,,,,,,
4491,21.36141345,-89.14970714,2996,15,1492,14,158,12,,,,,,,,,,,,
3726,21.33659842,-89.2702046,4192,9,2510,15,8145,14,,,,,,,,,,,,
1935,21.29560562,-89.43812014,9020,14,776,7,2691,10,6051,11,,,,,,,,,,
2155,21.2379199,-89.61851836,4244,6,725,14,4807,8,1269,5,2887,9,,,,,,,,
9193,21.18534033,-89.74340087,4244,12,5598,8,6006,8,112,8,328,14,,,,,,,,
2843,21.13495148,-89.83946408,4704,8,,,,,,,,,,,,,,,,
7556,21.05874732,-89.95713015,3537,8,1202,9,7712,11,4992,15,,,,,,,,,,
910,20.93332014,-90.10808162,3672,12,4414,11,443,15,6379,14,,,,,,,,,,
8644,20.78430115,-90.24541852,916,11,3397,9,,,,,,,,,,,,,,
31,20.66853839,-90.33069663,9079,6,981,7,,,,,,,,,,,,,,
1488,20.5824757,-90.38460671,8685,6,2595,11,652,7,,,,,,,,,,,,
9227,20.51423604,-90.42236354,8546,11,,,,,,,,,,,,,,,,
6433,20.42675173,-90.46537549,5870,15,3093,6,5634,10,220,12,1694,15,,,,,,,,
7162,20.30113737,-90.51954357,6363,15,3630,13,4561,7,,,,,,,,,,,,
2221,20.12358154,-90.5876891,3144,12,2606,10,1331,7,2409,9,3462,5,2855,8,5606,6,,,,
6540,19.96217496,-90.64809851,6216,10,1420,11,9353,5,7836,5,,,,,,,,,,
8305,19.8482967,-90.69355293,4378,10,9012,10,8204,14,3439,12,,,,,,,,,,
7274,19.76833651,-90.72839597,1202,6,3676,10,2086,13,1914,5,566,14,5736,12,,,,,,
2363,19.71001086,-90.75596713,5373,12,2343,11,5792,8,1419,12,924,7,,,,,,,,
7632,19.642743,-90.79050549,5250,10,,,,,,,,,,,,,,,,
748,19.55021285,-90.84333301,6587,14,9007,11,7227,9,,,,,,,,,,,,
8303,19.42477806,-90.92637422,6132,5,5673,12,5008,6,9388,10,6296,13,671,11,,,,,,
6006,19.26579506,-91.05599785,8831,12,5601,15,2322,12,9193,8,7812,14,,,,,,,,
8049,19.14397014,-91.18179766,7069,6,8987,9,1980,13,6575,10,1519,12,,,,,,,,
3401,19.06651015,-91.28006154,6829,9,9343,15,2501,8,,,,,,,,,,,,
3853,19.00796539,-91.36852987,1312,5,2611,11,4529,11,,,,,,,,,,,,
1098,19.10716165,-96.05690444,9014,12,9020,5,8881,6,4832,10,2343,14,6200,11,,,,,,
9339,19.21729905,-96.13979746,9177,5,6512,11,7227,8,,,,,,,,,,,,
8220,19.29775816,-96.19540017,3990,9,2645,8,6178,6,7836,8,,,,,,,,,,
8379,19.35559301,-96.23367687,5078,11,4042,10,,,,,,,,,,,,,,
2409,19.3969804,-96.26046557,9007,6,7573,5,2221,9,2943,14,7280,9,8319,8,,,,,,
8349,19.42655216,-96.27938523,2001,10,4281,7,3255,8,,,,,,,,,,,,
8922,19.44756015,-96.29274347,7001,6,8483,7,,,,,,,,,,,,,,
5214,19.46251391,-96.30222066,3462,9,8993,9,,,,,,,,,,,,,,
8363,19.47315615,-96.30895312,3937,5,6081,6,1078,6,6074,12,,,,,,,,,,
4492,19.48071671,-96.31373118,4350,6,851,9,8409,6,,,,,,,,,,,,
7543,19.48610796,-96.3171363,8831,10,1696,11,6843,9,1660,15,,,,,,,,,,
8716,19.49126585,-96.32039271,87,9,916,7,8955,15,2057,10,,,,,,,,,,
237,19.49844504,-96.32492324,4028,10,4531,5,3521,11,4042,11,3613,13,2991,6,675,10,3994,8,2200,13
8567,19.50854649,-96.33129405,3222,13,909,11,6678,14,1244,15,,,,,,,,,,
4350,19.52274421,-96.34024107,4492,6,1943,13,2598,8,4414,5,4998,11,5275,10,5982,15,,,,
7684,19.542729,-96.35282163,8812,5,,,,,,,,,,,,,,,,
6010,19.57088108,-96.37051995,7780,14,283,6,6313,5,1708,8,,,,,,,,,,
7947,19.61046955,-96.39536909,5673,9,2102,11,,,,,,,,,,,,,,
5982,19.66623015,-96.43031397,9041,11,1820,8,7600,11,6897,6,9426,14,964,8,6120,7,4350,15,,
474,19.74459914,-96.4793784,1708,7,9394,8,4414,12,,,,,,,,,,,,
3815,19.85495557,-96.54854009,1483,14,7913,7,9202,10,3567,9,,,,,,,,,,
8822,19.97830701,-96.62624319,211,7,4906,5,4765,12,8204,11,,,,,,,,,,
4247,20.06694651,-96.68254418,924,14,1058,14,6882,14,2379,5,1582,15,7193,5,9011,10,,,,
652,20.12983251,-96.72281391,5114,9,1488,7,,,,,,,,,,,,,,
1464,20.17445647,-96.75158752,6261,5,2596,12,6824,6,5173,9,4571,8,4120,14,7454,15,,,,
7114,20.2061299,-96.77212283,4233,10,6764,13,4705,10,,,,,,,,,,,,
2729,20.2286338,-96.78677428,2943,12,2520,14,4308,11,,,,,,,,,,,,
4142,20.24460938,-96.79720786,6620,13,2416,12,1965,12,690,14,725,13,,,,,,,,
4345,20.25596879,-96.80464365,2687,14,6454,8,,,,,,,,,,,,,,
4689,20.26403584,-96.80993308,8169,9,9338,14,868,7,1519,9,,,,,,,,,,
7139,20.27060052,-96.81424289,2740,13,2855,14,6188,13,6202,9,,,,,,,,,,
8221,20.27926049,-96.81993556,4774,11,,,,,,,,,,,,,,,,
9007,20.29144167,-96.82795626,2409,6,4529,8,748,11,7167,11,866,9,6199,15,9132,14,,,,
9313,20.30859172,-96.83927329,8919,12,1886,6,,,,,,,,,,,,,,
866,20.33264627,-96.85518977,3093,6,9338,10,9007,9,57,10,3055,8,,,,,,,,
6313,20.36652207,-96.87767598,3325,5,6010,5,1140,10,,,,,,,,,,,,
1564,20.41402819,-96.90930927,1546,11,566,14,6610,7,1412,10,,,,,,,,,,
2046,20.4810326,-96.9540082,186,6,4117,11,5408,8,,,,,,,,,,,,
7663,20.57512611,-97.0166165,3219,8,4978,8,1333,8,,,,,,,,,,,,
1985,20.70528796,-97.10203986,471,9,6178,8,,,,,,,,,,,,,,
6281,20.81988757,-97.17515785,293,10,1980,6,4360,14,919,14,463,8,4992,12,,,,,,
4798,20.90222064,-97.22597284,426,13,4270,13,4408,12,5114,10,8886,13,,,,,,,,
3937,20.96114555,-97.26127004,6824,12,2606,12,5601,10,8363,5,1789,9,945,11,,,,,,
4097,21.00324876,-97.28587901,5444,15,2174,11,7837,15,1970,5,,,,,,,,,,
8987,21.03335972,-97.30314371,3350,14,8049,9,917,11,4869,13,,,,,,,,,,
186,21.06193414,-97.31925802,2046,6,9252,11,,,,,,,,,,,,,,
8884,21.10180645,-97.34130117,9060,15,9132,14,7762,6,,,,,,,,,,,,
2996,21.15826224,-97.37162869,1554,12,4491,15,9343,9,8946,12,2799,8,4068,15,7943,7,,,,
1582,21.23838748,-97.41288692,2956,13,7021,5,4247,15,5078,9,,,,,,,,,,
7943,21.35221036,-97.46787794,2645,13,158,10,2996,7,,,,,,,,,,,,
8110,21.50803726,-97.53621446,839,9,1215,8,1140,7,4511,8,1424,7,,,,,,,,
7243,21.63907802,-97.5873952,1154,6,2036,14,,,,,,,,,,,,,,
117,21.73343547,-97.62064946,3384,7,4120,6,7836,7,,,,,,,,,,,,
9405,21.80091478,-97.64256462,7747,12,826,6,3858,5,,,,,,,,,,,,
3045,21.84910497,-97.65725539,8955,15,52,9,5634,8,6604,9,,,,,,,,,,
3468,21.88897021,-97.66880086,357,7,2049,8,5718,14,3259,15,,,,,,,,,,
1510,21.94192028,-97.68329365,7277,13,235,7,,,,,,,,,,,,,,
2940,22.01693177,-97.70221439,6882,8,9132,13,4847,11,4223,14,6799,10,,,,,,,,
1862,22.1229706,-97.72582945,1759,11,7163,11,,,,,,,,,,,,,,
6829,22.27332144,-97.75324938,2336,11,3401,9,8204,14,87,14,,,,,,,,,,
6317,22.43537231,-97.7751595,3010,15,6604,11,,,,,,,,,,,,,,
729,22.55194029,-97.78619208,2606,8,4639,5,204,14,4906,12,,,,,,,,,,
9041,22.63488527,-97.79169593,5982,11,1943,10,5275,14,,,,,,,,,,,,
4700,22.69394379,-97.79444478,3970,9,,,,,,,,,,,,,,,,
1852,22.73592074,-97.79581291,2741,8,6575,7,6363,8,5133,10,5606,5,2543,12,5395,8,,,,
8391,22.77180516,-97.79660106,3757,10,931,12,2596,9,,,,,,,,,,,,
9273,22.82044537,-97.79714341,9079,10,3437,15,4895,12,2606,13,4704,9,7823,6,3990,9,328,15,1078,14
491,22.88886832,-97.79699862,6354,9,1244,10,6947,9,,,,,,,,,,,,
1005,22.985123,-97.79532176,7911,14,4993,15,8435,13,,,,,,,,,,,,
8886,23.12053704,-97.79094723,4798,13,48,10,,,,,,,,,,,,,,
3647,23.28892852,-97.78418382,8955,15,,,,,,,,,,,,,,,,
2200,23.41634296,-97.77966134,237,13,,,,,,,,,,,,,,,,
4958,23.50688726,-97.77750357,945,10,7083,13,4414,5,,,,,,,,,,,,
3259,23.57132126,-97.77678101,4998,12,2956,5,211,9,8250,9,3468,15,6058,8,2501,5,,,,
8546,23.61708021,-97.77677944,7850,15,9227,11,112,7,,,,,,,,,,,,
3796,23.65031455,-97.77708245,8783,11,4308,8,5417,15,1331,7,5485,10,,,,,,,,
7163,23.68685802,-97.77771986,917,12,1862,11,5444,11,3624,10,,,,,,,,,,
7082,23.73821042,-97.77908135,2036,7,,,,,,,,,,,,,,,,
1004,23.81044692,-97.78170496,1058,9,8685,11,8873,11,6655,15,,,,,,,,,,
443,23.91202261,-97.78619822,5151,9,2836,8,910,15,,,,,,,,,,,,
3350,24.05494134,-97.79242236,5805,7,9202,7,8987,14,8675,12,7055,7,,,,,,,,
7823,24.23770036,-97.79621415,4971,13,4233,14,3858,13,9273,6,2986,10,421,11,,,,,,
6787,24.3789918,-97.79242244,5862,12,1663,13,9320,10,6081,11,5304,13,769,5,,,,,,
8495,24.47917416,-97.78439707,7685,10,6728,10,,,,,,,,,,,,,,
7193,24.55342572,-97.77484251,6454,11,9343,10,4223,8,8321,10,4247,5,,,,,,,,
6604,24.64123058,-97.75931347,6317,11,9340,8,4310,9,8103,9,946,7,3045,9,,,,,,
8161,24.76375297,-97.73096899,9281,15,471,9,4557,13,5846,6,4041,10,,,,,,,,
2004,24.93185146,-97.68234984,2895,12,1994,10,5877,7,5630,10,6269,8,,,,,,,,
3567,25.08556674,-97.63173865,1660,11,1548,15,5855,12,3815,9,2379,8,8487,5,924,14,,,,
6799,25.19441416,-97.59450452,5492,10,981,8,6622,9,8783,6,8529,12,9257,9,3475,8,1820,7,2940,10
1994,25.27175394,-97.56821673,6295,5,713,12,2004,10,3437,11,8487,11,,,,,,,,
4041,25.32686728,-97.5498816,1354,12,8161,10,6393,8,,,,,,,,,,,,
5173,25.36608645,-97.53714724,9012,11,5078,10,1464,9,4155,8,9297,15,,,,,,,,
4869,25.39445376,-97.52813946,4341,10,2534,15,8987,13,,,,,,,,,,,,
350,25.42472399,-97.51873898,1624,9,8321,10,6199,7,,,,,,,,,,,,
8418,25.46726894,-97.50590858,2228,12,1435,14,9316,14,5373,15,,,,,,,,,,
7328,25.5273829,-97.48856552,8084,8,924,9,463,9,,,,,,,,,,,,
1886,25.61219554,-97.46573131,2943,11,782,10,5663,9,9313,6,,,,,,,,,,
100,25.73223641,-97.43688042,6897,14,7899,6,6947,5,1223,10,3648,9,,,,,,,,
8993,25.89844772,-97.40418469,4557,7,5214,9,625,10,1759,13,,,,,,,,,,
4015,26.04309859,-97.38319034,9011,5,5376,11,9394,11,7994,8,,,,,,,,,,
2336,26.14648429,-97.37278045,5855,7,6829,11,3055,14,,,,,,,,,,,,
1357,26.22009523,-97.36784167,576,9,3858,5,7027,11,8719,5,9198,6,1202,9,,,,,,
1492,26.27314621,-97.36561007,2668,9,8573,6,4491,14,8700,11,,,,,,,,,,
8089,26.32904432,-97.36444804,2740,10,7850,10,,,,,,,,,,,,,,
1914,26.40737976,-97.36453611,9268,5,7274,5,4531,10,4223,11,,,,,,,,,,
7252,26.51772637,-97.36707393,8175,15,3613,7,,,,,,,,,,,,,,
6296,26.67267581,-97.37266404,2546,13,3676,15,4571,9,8303,13,8438,8,5900,10,,,,,,
2174,26.86445837,-97.37685837,2691,12,3705,9,48,6,4097,11,2716,11,,,,,,,,
8190,27.00891224,-97.37312347,4414,14,1269,6,2097,14,3219,5,,,,,,,,,,
1970,27.1112611,-97.36447573,966,11,6328,13,5805,5,3462,6,4097,5,2691,13,,,,,,
3518,27.19058455,-97.35326991,909,5,,,,,,,,,,,,,,,,
2000,27.29074519,-97.33295419,1149,13,2036,8,4414,6,4968,5,917,6,,,,,,,,
1269,27.42962371,-97.29364629,4310,9,7063,8,8190,6,7850,13,6587,13,2155,5,5900,15,,,,
3928,27.60953621,-97.22402375,1984,14,7109,6,2994,6,851,12,,,,,,,,,,
7945,27.75085909,-97.15489441,8913,7,4067,15,,,,,,,,,,,,,,
6103,27.84886435,-97.09960994,479,5,9079,15,2656,14,6115,13,4173,14,,,,,,,,
1980,27.91721093,-97.05751935,1943,8,6281,6,6592,12,7586,6,8049,13,9394,12,,,,,,
4063,27.96514652,-97.02626808,1746,5,9191,12,4705,8,5663,14,1804,10,6447,9,,,,,,
5193,28.00547482,-96.99886521,6672,8,,,,,,,,,,,,,,,,
4604,28.05919734,-96.96067585,6728,12,,,,,,,,,,,,,,,,
3605,28.13338461,-96.90437,6188,9,3342,11,7083,12,2097,11,2416,6,5023,10,1615,11,,,,
7747,28.23442382,-96.81971249,5707,14,9405,12,589,9,,,,,,,,,,,,
433,28.36816193,-96.68888585,8433,5,1485,11,2778,12,8146,6,8678,6,,,,,,,,
2680,28.49695905,-96.53221079,2918,13,7182,7,5482,10,,,,,,,,,,,,
6622,28.57729189,-96.40899885,2611,10,1078,6,6799,9,,,,,,,,,,,,
1548,28.63083512,-96.30823141,2466,10,5838,8,3567,15,8204,10,2747,14,8146,15,,,,,,
6610,28.68859786,-96.17606512,7444,8,1485,10,3990,6,1564,7,204,11,,,,,,,,
3705,28.75952169,-95.98474383,3255,10,4773,12,2174,9,344,11,,,,,,,,,,
1696,28.85103826,-95.73933533,7543,11,1140,7,5475,9,,,,,,,,,,,,
7280,28.93900278,-95.55885226,6586,13,2042,13,3210,5,2409,9,9126,15,,,,,,,,
9104,29.02937116,-95.42995446,3055,7,1746,10,1472,8,1420,14,,,,,,,,,,
3757,29.16885199,-95.2838437,3864,10,8391,10,8264,6,2450,15,,,,,,,,,,
2480,29.36568221,-95.10049728,5601,5,,,,,,,,,,,,,,,,
4765,29.5118227,-94.93036794,4222,10,8822,12,,,,,,,,,,,,,,
1660,29.5978498,-94.76241765,5992,9,4807,12,4416,10,3567,11,2887,10,6620,15,3827,7,7543,15,5004,7
6906,29.65408199,-94.53855704,6728,9,7899,6,4231,12,4290,9,2994,12,6587,12,1615,6,,,,
3454,29.67366875,-94.36116995,2416,10,,,,,,,,,,,,,,,,
6655,29.67993334,-94.2345372,919,11,8678,10,9358,15,7472,10,8347,14,1004,15,,,,,,
1149,29.68192016,-94.14425954,713,9,1419,9,2000,13,1672,14,8550,14,5533,14,2883,13,9060,15,,
426,29.6825015,-94.08015984,4798,13,2481,9,1663,7,2668,5,7281,6,1215,13,,,,,,
7762,29.68263374,-94.03456127,8884,6,,,,,,,,,,,,,,,,
4470,29.68263284,-94.00219441,931,14,3830,5,1140,10,,,,,,,,,,,,
7850,29.6826008,-93.97913475,3144,6,8546,15,3776,15,1269,13,7837,14,8089,10,675,10,284,11,9153,15
2097,29.68256811,-93.96276877,3605,11,8190,14,,,,,,,,,,,,,,
8487,29.68254194,-93.95113206,5611,14,5804,6,3567,5,1994,11,,,,,,,,,,
2460,29.68252263,-93.94286532,1600,10,7817,6,1519,8,4672,6,3214,7,7780,5,,,,,,
8776,29.68250882,-93.93698774,5133,10,6295,9,2887,12,,,,,,,,,,,,
5304,29.68249857,-93.93260817,2481,10,5710,7,4474,10,6787,13,2091,7,4408,8,7910,12,9297,15,2611,11
8780,29.6824865,-93.92738971,7812,7,1472,14,,,,,,,,,,,,,,
2883,29.68246979,-93.92004671,4191,12,6858,14,6771,11,1149,13,1789,13,7311,5,,,,,,
3475,29.68244691,-93.90971514,4251,7,8433,11,1284,13,6586,10,6799,8,,,,,,,,
3507,29.68241623,-93.89517317,4240,12,8401,13,9297,6,7712,14,2799,9,478,14,,,,,,
776,29.68237684,-93.87473132,4272,10,8881,14,7774,8,5159,9,7069,8,4251,10,1935,7,,,,
5090,29.6823308,-93.84597976,3245,12,4807,6,1612,5,,,,,,,,,,,,
7573,29.68229006,-93.80547493,4511,10,8105,14,2409,5,3862,14,1804,6,3537,12,,,,,,
4223,29.68229596,-93.74856423,1419,13,6672,11,3703,10,7193,8,2940,14,1914,11,,,,,,
6454,29.68247239,-93.66846584,7193,11,4960,14,4345,8,4149,11,9415,8,,,,,,,,
8084,29.68317243,-93.55594899,4847,12,7328,8,5373,14,2042,9,7391,6,3437,15,3325,14,,,,
13,29.68539214,-93.39745494,9343,14,2036,6,7454,7,,,,,,,,,,,,
6661,29.68989264,-93.22863178,1154,14,2716,15,1600,8,4978,13,3010,14,1900,9,5846,14,6908,14,972,6
9272,29.69482707,-93.10776997,6858,8,5660,13,74,8,6657,7,,,,,,,,,,
5307,29.69935193,-93.02196635,213,15,,,,,,,,,,,,,,,,
6354,29.70314073,-92.960971,491,9,4233,8,5992,9,,,,,,,,,,,,
675,29.70612664,-92.91784566,3207,6,237,10,7144,8,67,8,7850,10,3630,9,3678,11,,,,
5265,29.7086788,-92.88370459,7654,8,3678,15,8103,12,,,,,,,,,,,,
74,29.71211124,-92.84064912,1058,6,9252,9,9272,8,,,,,,,,,,,,
3439,29.71724798,-92.7798141,8675,5,769,15,5322,15,690,10,8305,12,,,,,,,,
1820,29.72470299,-92.69431627,5982,8,7055,13,2079,7,6799,7,3219,9,,,,,,,,
826,29.73472661,-92.57389644,4704,6,953,13,9405,6,2991,14,,,,,,,,,,
6058,29.74512778,-92.40438006,3776,11,7032,15,6130,5,6438,12,57,14,3259,8,946,14,,,,
6657,29.74415641,-92.17285889,7048,10,4120,11,4310,5,4998,6,5710,13,6468,11,9272,7,,,,
7343,29.71950583,-91.9786625,4240,9,1804,15,6165,14,9316,5,4028,14,1223,6,,,,,,
3128,29.67661539,-91.82617457,953,15,,,,,,,,,,,,,,,,
6843,29.59382171,-91.63615076,782,6,9014,12,5951,7,5373,5,3709,8,4006,7,7543,9,3811,6,,
6062,29.47093462,-91.40806639,7029,15,3437,12,8550,5,4971,11,,,,,,,,,,
7654,29.37843276,-91.2325863,8527,13,5265,8,6987,14,8783,10,,,,,,,,,,
2706,29.32050252,-91.1029863,8805,15,,,,,,,,,,,,,,,,
2645,29.27880002,-90.98440603,7943,13,3862,14,919,13,8220,8,7842,12,2494,10,,,,,,
229,29.23588323,-90.81656843,2687,5,946,7,5601,14,5114,14,,,,,,,,,,
2806,29.20187318,-90.61408667,3858,15,,,,,,,,,,,,,,,,
3397,29.18505312,-90.46393273,782,8,8077,10,1215,10,5868,11,8644,9,8678,13,950,8,8321,8,,
7182,29.1759222,-90.35697712,7910,7,2680,7,8441,9,7698,9,5646,15,7899,14,7027,15,1435,14,,
6200,29.17037376,-90.28065336,3630,15,4376,13,7829,10,1098,11,,,,,,,,,,
7029,29.16677121,-90.22660004,6062,15,6447,12,1078,9,,,,,,,,,,,,
1312,29.1643087,-90.1880002,3853,5,4155,13,,,,,,,,,,,,,,
2596,29.16260028,-90.16065809,87,14,5900,12,1464,12,8391,9,,,,,,,,,,
5846,29.16139289,-90.14115578,9320,15,8264,14,4416,8,6081,13,2343,6,6661,14,8161,6,5995,15,,
3970,29.16053844,-90.12730346,64,9,4700,9,2385,9,7385,11,,,,,,,,,,
759,29.15993222,-90.11746429,1793,5,293,12,5718,15,,,,,,,,,,,,
3577,29.15950218,-90.11048416,2064,13,,,,,,,,,,,,,,,,
8769,29.159195,-90.10549978,4561,12,,,,,,,,,,,,,,,,
6120,29.15897721,-90.1019675,9206,15,5982,7,,,,,,,,,,,,,,
5322,29.15882228,-90.09945567,9358,10,1331,15,3439,15,,,,,,,,,,,,
3828,29.15871204,-90.09766883,4441,7,1615,15,,,,,,,,,,,,,,
1519,29.15863373,-90.09639999,5004,14,2460,8,5376,14,4689,9,8049,12,,,,,,,,
917,29.15857806,-90.09549828,5606,6,2740,10,7163,12,8987,11,915,6,2000,6,,,,,,
4360,29.15853227,-90.09475658,220,8,6824,14,6575,12,6281,14,,,,,,,,,,
7039,29.15847154,-90.09377293,6210,13,7021,6,4232,13,2042,7,,,,,,,,,,
690,29.15838601,-90.09238818,4142,14,5769,14,3439,10,,,,,,,,,,,,
2691,29.15826561,-90.09043924,2174,12,4378,5,8169,5,1935,10,1970,13,,,,,,,,
868,29.15809646,-90.08770177,4188,10,1396,6,3479,10,3214,13,4689,7,,,,,,,,
5769,29.1578581,-90.08384544,5378,6,690,14,52,7,,,,,,,,,,,,
7277,29.15752246,-90.07841613,2997,8,9012,11,1510,13,75,11,8483,8,,,,,,,,
7817,29.15705128,-90.07079174,5756,14,2460,6,8907,8,,,,,,,,,,,,
5579,29.15638923,-90.06006382,1536,11,4343,5,4474,6,,,,,,,,,,,,
839,29.1554625,-90.04498755,8110,9,8204,11,4252,5,7600,7,,,,,,,,,,
6592,29.15416688,-90.02370703,966,7,3186,5,1980,12,7030,7,7263,11,,,,,,,,
8112,29.15238963,-89.99387071,7027,15,3703,14,3535,8,,,,,,,,,,,,
5900,29.15000952,-89.95189055,4240,12,2596,12,344,8,923,11,6296,10,7721,15,1269,15,,,,
8873,29.1470303,-89.89281452,4077,10,2802,9,6165,6,6160,12,1004,11,,,,,,,,
782,29.14401396,-89.80960341,6843,6,3397,8,5492,7,1886,10,2891,12,,,,,,,,
3219,29.14394354,-89.69319772,7663,8,2529,10,5792,5,8401,5,6379,7,8190,5,1820,9,,,,
8570,29.16461759,-89.53238037,8691,6,8105,9,2778,8,,,,,,,,,,,,
5373,29.32431712,-89.48902186,2363,12,213,12,8084,14,8418,15,7911,8,1483,14,6843,5,,,,
8881,29.55559773,-89.67769619,812,5,776,14,1098,6,2091,13,,,,,,,,,,
4376,29.91299883,-89.86354883,137,14,8955,12,6200,13,1331,7,,,,,,,,,,
9252,30.18855414,-89.48886901,4149,7,2501,5,186,11,479,10,74,9,,,,,,,,
9079,30.27018548,-89.12605668,9273,10,31,6,6103,15,2064,6,1193,5,,,,,,,,
8230,30.3072526,-88.86242961,3384,11,8913,13,6674,9,4068,11,,,,,,,,,,
1193,30.32642491,-88.67384883,4561,9,9079,5,,,,,,,,,,,,,,
1554,30.3370228,-88.53929737,75,15,2996,12,57,11,4173,7,,,,,,,,,,
5792,30.34313062,-88.44347858,5078,14,2363,8,6574,11,75,12,3219,5,7899,5,,,,,,
597,30.34676261,-88.3752578,7521,5,2520,15,1804,8,4571,6,5888,6,1223,10,,,,,,
1419,30.34935618,-88.31799686,4223,13,2363,12,1149,9,6882,9,,,,,,,,,,
9153,30.35219727,-88.24118489,7634,5,2955,9,7850,15,,,,,,,,,,,,
4978,30.35501211,-88.13309274,7281,8,6661,13,3214,10,7663,8,,,,,,,,,,
1078,30.35688361,-87.9810153,7167,15,2937,15,6622,6,8363,6,9273,14,7029,9,,,,,,
