,Latitude,Longitude,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1445,15.96325254,-85.16258125,90,15,1080,5,615,11,562,8,1716,15,1412,7,,,,,,
1224,15.9740292,-85.24143728,191,6,1749,13,1273,9,792,5,1440,14,1391,12,412,8,,,,
188,15.98617301,-85.3529474,587,7,1424,12,1736,9,1783,11,,,,,,,,,,
1596,15.99696112,-85.51034928,382,8,502,6,50,5,137,7,939,12,1790,6,1054,15,,,,
348,15.99975089,-85.69168572,1790,6,,,,,,,,,,,,,,,,
767,15.99494565,-85.82340783,1845,14,1080,11,1549,6,1790,8,1861,7,,,,,,,,
834,15.98785881,-85.91685349,583,11,1311,14,,,,,,,,,,,,,,
846,15.98090618,-85.9830884,217,12,,,,,,,,,,,,,,,,
1861,15.9738558,-86.03829652,767,7,1396,11,,,,,,,,,,,,,,
1715,15.96284002,-86.11189612,583,10,864,11,434,14,1412,6,1032,5,1001,11,,,,,,
743,15.94492595,-86.21512459,583,7,502,7,90,8,1441,11,,,,,,,,,,
1396,15.91684983,-86.35963996,382,15,587,7,1861,11,1736,13,486,9,49,9,,,,,,
992,15.87856026,-86.55312069,792,15,1716,14,615,8,,,,,,,,,,,,
1782,15.85114359,-86.71253428,1438,13,,,,,,,,,,,,,,,,
1380,15.83625937,-86.82674975,1391,15,1072,15,,,,,,,,,,,,,,
1603,15.82894506,-86.90902619,1716,14,1441,9,1599,10,1635,10,,,,,,,,,,
486,15.82479654,-86.99422187,1027,14,428,13,1438,13,1396,9,1942,13,713,8,774,13,1628,6,,
1440,15.82405135,-87.11380382,1224,14,,,,,,,,,,,,,,,,
312,15.83037481,-87.28196213,1611,13,1672,9,498,11,,,,,,,,,,,,
342,15.84284949,-87.466583,434,5,1027,9,1783,15,1790,13,1117,11,,,,,,,,
1790,15.8525613,-87.59918617,583,12,864,13,1596,6,348,6,767,8,342,13,137,12,,,,
1321,15.85866469,-87.69349773,382,10,424,10,967,11,591,8,503,5,,,,,,,,
1072,15.86217841,-87.7606154,110,6,1027,6,18,12,1380,15,1311,10,939,13,903,6,,,,
413,15.86410481,-87.80830632,587,5,939,6,,,,,,,,,,,,,,
774,15.86525177,-87.84680971,1309,14,90,13,428,11,486,13,96,12,1248,8,,,,,,
49,15.86625042,-87.89735922,50,13,1396,9,,,,,,,,,,,,,,
939,15.86699389,-87.96849649,1596,12,1072,13,413,6,1736,10,1032,6,137,10,,,,,,
674,15.86761735,-88.06844281,18,10,,,,,,,,,,,,,,,,
43,15.87059303,-88.2089017,90,12,1441,8,1117,9,,,,,,,,,,,,
96,15.89355835,-88.40420507,1108,14,774,12,713,15,792,7,903,13,,,,,,,,
1599,16.06068243,-88.56030786,1611,15,1603,10,,,,,,,,,,,,,,
1129,16.26610726,-88.52197605,792,7,1502,15,503,6,,,,,,,,,,,,
1502,16.4072655,-88.47341832,428,12,1129,15,412,12,1054,6,,,,,,,,,,
1117,16.50663699,-88.43693992,882,8,434,10,342,11,43,9,1783,5,1635,15,191,13,,,,
1248,16.57730787,-88.41147231,217,10,774,8,1858,7,,,,,,,,,,,,
2,16.62775567,-88.39402167,591,10,1458,12,1736,10,1469,14,,,,,,,,,,
1441,16.67067085,-88.37987074,1027,9,743,11,1603,9,43,8,1080,5,,,,,,,,
503,16.72886774,-88.36179599,1108,6,1321,5,1129,6,,,,,,,,,,,,
967,16.81141157,-88.33835993,1321,11,1635,6,1080,10,1241,13,,,,,,,,,,
562,16.9283967,-88.30957302,502,7,90,14,1445,8,713,7,1635,7,,,,,,,,
1241,17.09460454,-88.27767583,864,9,587,15,967,13,1549,13,,,,,,,,,,
1783,17.25780499,-88.25683119,188,11,342,15,1117,5,498,11,,,,,,,,,,
1080,17.37451338,-88.2484671,1445,5,767,11,1441,5,967,10,,,,,,,,,,
792,17.45747026,-88.24593583,587,7,1224,5,992,15,96,7,1129,7,,,,,,,,
1311,17.51715469,-88.24591234,502,10,18,8,834,14,1072,10,1424,15,1666,14,1549,13,,,,
1032,17.57884913,-88.24741019,1715,5,939,6,1628,11,1458,5,1054,6,713,14,,,,,,
591,17.6652733,-88.25142745,90,13,50,6,1321,8,2,10,160,6,903,10,,,,,,
1736,17.78680816,-88.25886754,587,15,188,9,1396,13,939,10,2,10,1742,6,,,,,,
1273,17.95763346,-88.26696868,1224,9,,,,,,,,,,,,,,,,
160,18.17937937,-88.25651239,591,6,1942,11,903,6,,,,,,,,,,,,
1469,18.35017836,-88.21172143,1027,11,2,14,,,,,,,,,,,,,,
615,18.50992099,-88.12136881,1027,12,1445,11,992,8,363,13,,,,,,,,,,
1672,18.70226462,-87.96343046,312,9,1749,5,112,13,,,,,,,,,,,,
1054,18.85734498,-87.82864858,382,7,1438,13,1596,15,1502,6,1032,6,1716,7,903,15,89,5,1458,14
1424,18.97379718,-87.74135438,188,12,1311,15,1391,15,1858,5,,,,,,,,,,
1666,19.07870442,-87.67942258,18,12,1311,14,,,,,,,,,,,,,,
89,19.22805251,-87.61323998,1054,5,1942,13,1549,6,,,,,,,,,,,,
1628,19.42422267,-87.54849839,486,6,1032,11,,,,,,,,,,,,,,
412,19.5766082,-87.50560658,1224,8,1502,12,1942,5,1391,15,1549,10,,,,,,,,
903,19.68505916,-87.47518308,1072,6,96,13,591,10,160,6,1054,15,,,,,,,,
1412,19.7618058,-87.45238216,1445,7,1715,6,,,,,,,,,,,,,,
1391,19.81606646,-87.43514295,1845,10,424,10,1224,12,1380,15,1424,15,412,15,1742,10,,,,
191,19.86397008,-87.41891896,882,8,1224,6,1117,13,1858,13,,,,,,,,,,
1716,19.92874519,-87.39553239,1027,5,550,8,1445,15,992,14,1603,14,1054,7,,,,,,
1549,20.01958111,-87.36043225,1309,8,767,6,1241,13,1311,13,89,6,412,10,1001,9,112,9,,
112,20.14623196,-87.3084658,550,11,1672,13,1549,9,,,,,,,,,,,,
137,20.31644784,-87.23702708,1309,12,1596,7,1790,12,939,10,1635,9,498,6,,,,,,
1635,20.45794398,-87.18028258,1603,10,1117,15,967,6,562,7,137,9,1858,15,,,,,,
1858,20.55971397,-87.14304615,1248,7,1424,5,191,13,1635,15,1458,15,,,,,,,,
1458,20.63270761,-87.11895431,90,14,2,12,1032,5,1054,14,1858,15,363,12,,,,,,
1742,20.69065321,-87.10169299,1108,8,1736,6,1391,10,,,,,,,,,,,,
1001,20.76571456,-87.08204619,18,11,1715,11,1549,9,,,,,,,,,,,,
1749,20.87260935,-87.05992202,1224,13,1672,5,,,,,,,,,,,,,,
498,21.02454158,-87.04283398,1845,13,1908,5,312,11,1783,11,137,6,,,,,,,,
713,21.23772671,-87.06146941,486,8,96,15,562,7,1032,14,363,15,,,,,,,,
1965,21.43464784,-87.18159382,1108,5,,,,,,,,,,,,,,,,
363,21.53576962,-87.40403551,615,13,1458,12,713,15,,,,,,,,,,,,
1942,21.56331178,-87.59175005,486,13,160,11,89,13,412,5,,,,,,,,,,
1175,21.56803591,-87.72679459,382,10,1365,6,1539,11,714,6,916,7,,,,,,,,
85,21.5662041,-87.82269747,731,7,1937,7,1767,6,25,9,1927,12,807,15,1738,5,1467,10,981,8
1256,21.56282532,-87.8908182,1950,7,1028,9,577,12,,,,,,,,,,,,
100,21.55948584,-87.93970245,577,5,1920,13,1120,13,1091,6,1069,9,565,5,,,,,,
138,21.55526568,-87.99074125,933,10,1623,12,1738,15,1357,5,,,,,,,,,,
1539,21.54818514,-88.06225736,1175,11,739,11,981,10,,,,,,,,,,,,
212,21.53618812,-88.16251993,1481,7,1565,7,947,15,36,10,,,,,,,,,,
1947,21.51591924,-88.30312952,1920,7,1028,9,1938,7,553,7,344,6,,,,,,,,
1565,21.48706355,-88.47478763,212,7,1028,13,1937,13,603,5,1680,14,1120,12,245,9,,,,
36,21.46357188,-88.60319377,212,10,1938,9,881,12,472,11,1883,14,519,8,,,,,,
553,21.44641046,-88.6942651,1947,7,802,9,1464,13,667,12,,,,,,,,,,
1883,21.43413914,-88.75900362,36,14,477,6,1950,10,1357,9,,,,,,,,,,
1357,21.42542884,-88.80510574,138,5,1883,9,1580,6,425,14,648,7,,,,,,,,
1927,21.41927869,-88.83785684,85,12,1767,13,344,6,902,14,773,15,729,10,,,,,,
126,21.41493615,-88.86112767,1938,11,151,8,,,,,,,,,,,,,,
577,21.41186763,-88.87766132,1256,12,100,5,1033,13,1755,8,1580,12,872,14,1504,15,,,,
911,21.40953435,-88.89029046,654,11,245,11,,,,,,,,,,,,,,
1547,21.40665924,-88.90591915,824,8,1840,15,1481,5,714,7,,,,,,,,,,
223,21.40263024,-88.92791861,1361,11,438,6,1623,5,1869,14,477,11,773,5,933,10,,,,
916,21.39698008,-88.95888817,1175,7,1481,7,1365,14,,,,,,,,,,,,
1237,21.3890342,-89.00245865,1365,11,872,6,732,14,1073,9,,,,,,,,,,
1481,21.37776858,-89.06366227,212,7,1547,5,916,7,98,5,773,6,1242,13,,,,,,
1242,21.36141345,-89.14970714,1481,13,1755,9,1920,12,807,14,731,15,1120,5,,,,,,
1028,21.33659842,-89.2702046,1256,9,1947,9,1565,13,519,15,785,7,1937,15,,,,,,
519,21.29560562,-89.43812014,36,8,1028,15,1920,7,789,8,472,12,807,6,,,,,,
565,21.2379199,-89.61851836,100,5,1088,7,218,12,,,,,,,,,,,,
729,21.18534033,-89.74340087,1927,10,1088,11,1907,15,1180,10,,,,,,,,,,
1580,21.13495148,-89.83946408,1357,6,577,12,1977,10,477,14,,,,,,,,,,
425,21.05874732,-89.95713015,1357,14,1073,13,654,9,98,5,667,11,,,,,,,,
34,20.30901958,-75.22373499,331,15,1069,8,1073,13,,,,,,,,,,,,
1869,20.4824291,-75.31705446,223,14,331,7,1504,5,1088,12,61,15,1738,9,,,,,,
1767,20.59637505,-75.40088657,85,6,1927,13,1069,6,1467,11,,,,,,,,,,
61,20.67260654,-75.46746864,1869,15,22,12,344,14,1778,10,1365,7,1937,14,1680,9,,,,
1950,20.7410146,-75.53566204,1256,7,1883,10,1091,5,1009,11,415,8,472,8,,,,,,
300,20.82963918,-75.6372804,1069,7,98,6,1464,11,1799,6,1361,14,218,15,648,10,981,5,,
1009,20.93961297,-75.78591467,1950,11,872,10,1467,7,902,8,,,,,,,,,,
1799,21.02493358,-75.91908937,300,6,1088,5,603,8,648,6,,,,,,,,,,
25,21.08196158,-76.01650895,85,9,1977,14,1464,11,1630,11,1106,12,,,,,,,,
151,21.12099769,-76.08671943,126,8,1180,6,208,12,1630,15,,,,,,,,,,
603,21.14816166,-76.13707304,1565,5,1799,8,344,12,,,,,,,,,,,,
245,21.16724121,-76.17308877,1565,9,911,11,264,13,1361,5,1467,7,,,,,,,,
933,21.18069755,-76.19877665,138,10,223,10,1091,10,472,11,1106,6,,,,,,,,
1778,21.19021454,-76.21707422,61,10,264,12,1623,8,902,12,,,,,,,,,,
1977,21.19699351,-76.23016817,1580,10,25,14,208,10,807,10,1033,12,,,,,,,,
714,21.20362136,-76.2430161,1175,6,1547,7,1106,10,,,,,,,,,,,,
472,21.21284383,-76.26096837,36,11,519,12,1950,8,933,11,881,8,872,12,,,,,,
574,21.22573086,-76.28619967,1623,15,477,14,1467,12,785,14,802,8,,,,,,,,
731,21.24373991,-76.32174356,85,7,1242,15,415,14,,,,,,,,,,,,
648,21.26891738,-76.37199033,1357,7,300,10,1799,6,,,,,,,,,,,,
218,21.30377113,-76.442612,565,12,300,15,802,12,22,9,881,14,902,14,1840,6,1088,7,,
1623,21.35208557,-76.54253478,138,12,223,5,1778,8,574,15,,,,,,,,,,
1073,21.41717492,-76.68080678,1237,9,425,13,34,13,1365,12,264,5,,,,,,,,
824,21.47322931,-76.80314246,1547,8,1730,9,,,,,,,,,,,,,,
785,21.5124859,-76.89053617,1028,7,574,14,,,,,,,,,,,,,,
1840,21.5401583,-76.95295481,1547,15,218,6,1938,10,,,,,,,,,,,,
331,21.55967422,-76.99736515,34,15,1869,7,1120,9,,,,,,,,,,,,
1361,21.57350794,-77.02903445,223,11,300,14,245,5,22,9,,,,,,,,,,
1467,21.58330332,-77.05155161,85,10,1767,11,1009,7,245,7,574,12,1180,11,1504,12,789,15,,
1106,21.59026614,-77.06760335,25,12,933,6,714,10,1091,9,264,14,,,,,,,,
881,21.5952114,-77.07902679,36,12,472,8,218,14,264,5,739,10,667,6,,,,,,
415,21.59872349,-77.08715105,1950,8,731,14,1630,10,,,,,,,,,,,,
98,21.6012196,-77.09293086,1481,5,425,5,300,6,902,8,739,8,,,,,,,,
1907,21.60327756,-77.09769969,729,15,732,9,,,,,,,,,,,,,,
1730,21.60600485,-77.1040244,824,9,,,,,,,,,,,,,,,,
1755,21.60983883,-77.11292489,577,8,1242,9,667,9,1069,9,208,5,,,,,,,,
1920,21.61521658,-77.12542707,100,13,1947,7,1242,12,519,7,,,,,,,,,,
1365,21.62277557,-77.14303425,1175,6,916,14,1237,11,61,7,1073,12,,,,,,,,
344,21.63336186,-77.16775644,1947,6,1927,6,61,14,603,12,1091,13,1918,5,,,,,,
739,21.64822507,-77.20258205,1539,11,881,10,98,8,872,5,789,8,,,,,,,,
872,21.66906891,-77.25162088,577,14,1237,6,1009,10,472,12,739,5,1918,15,,,,,,
1033,21.69815821,-77.32037217,577,13,1977,12,208,6,,,,,,,,,,,,
1069,21.73906441,-77.41744895,100,9,34,8,1767,6,300,7,1755,9,,,,,,,,
438,21.79615002,-77.55307219,223,6,1937,8,,,,,,,,,,,,,,
1504,21.85194811,-77.6849499,577,15,1869,5,1467,12,947,7,,,,,,,,,,
1088,21.89195124,-77.7785788,565,7,729,11,1869,12,1799,5,218,7,789,13,,,,,,
667,21.92070199,-77.84520205,553,12,425,11,881,6,1755,9,732,12,264,15,807,12,902,9,,
802,21.94127421,-77.89246391,553,9,574,8,218,12,1937,8,902,6,,,,,,,,
902,21.95601537,-77.92609711,1927,14,1009,8,1778,12,218,14,98,8,667,9,802,6,1180,9,,
1091,21.96654367,-77.94999176,100,6,1950,5,933,10,1106,9,344,13,789,6,654,8,,,,
208,21.97405271,-77.96696691,151,12,1977,10,1755,5,1033,6,654,5,,,,,,,,
789,21.9798133,-77.97995056,519,8,1467,15,739,8,1088,13,1091,6,,,,,,,,
1464,21.98699048,-77.99608004,553,13,300,11,25,11,,,,,,,,,,,,
1680,21.99711152,-78.01874019,1565,14,61,9,477,10,,,,,,,,,,,,
1120,22.01142218,-78.0506202,100,13,1565,12,1242,5,331,9,773,14,,,,,,,,
1630,22.03160335,-78.09528487,25,11,151,15,415,10,,,,,,,,,,,,
773,22.06019767,-78.1580522,1927,15,223,5,1481,6,1120,14,313,10,,,,,,,,
313,22.1006586,-78.24601845,773,10,,,,,,,,,,,,,,,,
1180,22.15798772,-78.36944567,729,10,151,6,1467,11,902,9,477,15,,,,,,,,
807,22.22282259,-78.50815419,85,15,1242,14,519,6,1977,10,667,12,,,,,,,,
1738,22.26967301,-78.60835515,85,5,138,15,1869,9,,,,,,,,,,,,
654,22.30290542,-78.67965237,911,11,425,9,1091,8,208,5,981,11,,,,,,,,
981,22.32650646,-78.73048556,85,8,1539,10,300,5,654,11,,,,,,,,,,
22,22.34323262,-78.76664361,61,12,218,9,1361,9,947,12,,,,,,,,,,
264,22.35513017,-78.79244202,245,13,1778,12,1073,5,1106,14,881,5,667,15,,,,,,
732,22.36355902,-78.81076294,1237,14,1907,9,667,12,,,,,,,,,,,,
947,22.36956274,-78.8238364,212,15,1504,7,22,12,,,,,,,,,,,,
1938,22.3738268,-78.83313426,1947,7,36,9,126,11,1840,10,477,14,,,,,,,,
1918,22.37685191,-78.83973714,344,5,872,15,,,,,,,,,,,,,,
477,22.37901657,-78.84446534,1883,6,223,11,1580,14,574,14,1680,10,1180,15,1938,14,,,,
1937,22.38114443,-78.84911599,85,7,1565,13,1028,15,61,14,438,8,802,8,,,,,,
