,Latitude,Longitude,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
3768,21.48706355,-88.47478763,4179,9,3925,10,5955,13,2704,12,,,,,,,,,,
1336,21.46357188,-88.60319377,4574,7,5605,9,172,13,3949,8,,,,,,,,,,
6553,21.44641046,-88.6942651,5199,11,3818,8,3415,11,6335,12,6241,10,4145,15,,,,,,
2886,21.43413914,-88.75900362,1587,8,,,,,,,,,,,,,,,,
2055,21.42542884,-88.80510574,4797,15,5763,10,,,,,,,,,,,,,,
4327,21.41927869,-88.83785684,3202,14,4457,10,,,,,,,,,,,,,,
4307,21.41493615,-88.86112767,3980,11,,,,,,,,,,,,,,,,
5629,21.41186763,-88.87766132,2522,8,3290,7,,,,,,,,,,,,,,
1129,21.40953435,-88.89029046,992,6,5171,9,,,,,,,,,,,,,,
6171,21.40665924,-88.90591915,3012,7,5090,15,2152,10,4939,7,4246,8,,,,,,,,
5875,21.40263024,-88.92791861,1184,14,5129,12,,,,,,,,,,,,,,
4407,21.39698008,-88.95888817,3012,8,4682,6,,,,,,,,,,,,,,
4495,21.3890342,-89.00245865,4553,14,1055,5,6172,11,1184,11,3470,8,,,,,,,,
5499,21.37776858,-89.06366227,2839,9,58,6,,,,,,,,,,,,,,
1176,21.36141345,-89.14970714,2419,7,6510,15,,,,,,,,,,,,,,
5386,21.33659842,-89.2702046,332,5,2619,7,4243,10,,,,,,,,,,,,
4573,21.29560562,-89.43812014,4379,10,2738,13,6587,7,440,14,,,,,,,,,,
3285,21.2379199,-89.61851836,2353,11,,,,,,,,,,,,,,,,
6246,21.18534033,-89.74340087,51,7,4160,14,,,,,,,,,,,,,,
6090,21.13495148,-89.83946408,4445,12,6335,10,6347,12,1853,5,,,,,,,,,,
4280,21.05874732,-89.95713015,5284,10,,,,,,,,,,,,,,,,
4753,20.93332014,-90.10808162,2320,5,4412,12,,,,,,,,,,,,,,
2083,20.78430115,-90.24541852,4745,12,2128,7,751,5,274,13,,,,,,,,,,
2280,20.66853839,-90.33069663,6347,6,4246,15,2143,10,,,,,,,,,,,,
3163,20.5824757,-90.38460671,4871,11,6587,5,,,,,,,,,,,,,,
42,20.51423604,-90.42236354,5577,11,4866,10,232,7,2447,6,,,,,,,,,,
2204,20.42675173,-90.46537549,5532,6,623,10,6233,7,524,6,4617,8,201,10,,,,,,
6300,20.30113737,-90.51954357,663,15,5883,13,3785,8,,,,,,,,,,,,
631,20.12358154,-90.5876891,2432,8,3929,10,1940,8,274,11,1521,14,623,13,302,15,,,,
1747,19.96217496,-90.64809851,4904,7,5171,12,4243,14,,,,,,,,,,,,
4243,19.8482967,-90.69355293,5896,6,1747,14,5386,10,3255,8,,,,,,,,,,
4797,19.76833651,-90.72839597,2055,15,442,12,4439,8,,,,,,,,,,,,
2127,19.71001086,-90.75596713,6194,8,3337,6,3750,8,,,,,,,,,,,,
3168,19.642743,-90.79050549,4821,10,4496,10,4705,8,,,,,,,,,,,,
3727,19.55021285,-90.84333301,1779,12,5947,12,,,,,,,,,,,,,,
4092,19.42477806,-90.92637422,5192,8,,,,,,,,,,,,,,,,
5284,19.26579506,-91.05599785,4280,10,6057,7,281,12,5577,9,2253,6,,,,,,,,
6588,19.14397014,-91.18179766,2561,6,3255,9,5801,10,,,,,,,,,,,,
1257,19.06651015,-91.28006154,3470,9,1387,9,6088,11,5199,8,6057,7,1690,14,1198,8,4209,13,,
3528,19.00796539,-91.36852987,5832,15,623,5,,,,,,,,,,,,,,
167,19.10716165,-96.05690444,4305,5,910,10,,,,,,,,,,,,,,
5877,19.21729905,-96.13979746,3051,10,,,,,,,,,,,,,,,,
6516,19.29775816,-96.19540017,1,9,2979,14,,,,,,,,,,,,,,
3309,19.35559301,-96.23367687,685,8,1623,10,,,,,,,,,,,,,,
524,19.3969804,-96.26046557,5057,9,3215,10,2204,6,,,,,,,,,,,,
4426,19.42655216,-96.27938523,3202,5,5077,13,3232,5,,,,,,,,,,,,
1910,19.44756015,-96.29274347,1686,6,,,,,,,,,,,,,,,,
5760,19.46251391,-96.30222066,5872,9,,,,,,,,,,,,,,,,
1558,19.47315615,-96.30895312,3104,13,850,6,,,,,,,,,,,,,,
5947,19.48071671,-96.31373118,3278,9,302,14,3727,12,,,,,,,,,,,,
2150,19.48610796,-96.3171363,6057,9,,,,,,,,,,,,,,,,
349,19.49126585,-96.32039271,5896,15,5724,9,4888,6,,,,,,,,,,,,
1647,19.49844504,-96.32492324,3590,7,5129,15,3019,15,,,,,,,,,,,,
6278,19.50854649,-96.33129405,623,8,2255,6,2128,10,4276,13,1915,14,1623,7,,,,,,
2143,19.52274421,-96.34024107,798,8,5935,14,2280,10,,,,,,,,,,,,
2372,19.542729,-96.35282163,1151,5,1615,11,,,,,,,,,,,,,,
3591,19.57088108,-96.37051995,3980,10,4898,5,,,,,,,,,,,,,,
4832,19.61046955,-96.39536909,323,13,,,,,,,,,,,,,,,,
2432,19.66623015,-96.43031397,631,8,6547,14,1554,8,,,,,,,,,,,,
1102,19.74459914,-96.4793784,4179,14,1615,5,,,,,,,,,,,,,,
1814,19.85495557,-96.54854009,2322,5,2285,10,6370,15,4598,13,,,,,,,,,,
3673,19.97830701,-96.62624319,1554,5,,,,,,,,,,,,,,,,
4159,20.06694651,-96.68254418,3785,13,3781,6,1184,13,644,10,,,,,,,,,,
3112,20.12983251,-96.72281391,4976,14,3338,14,,,,,,,,,,,,,,
632,20.17445647,-96.75158752,1055,6,323,13,335,6,,,,,,,,,,,,
5344,20.2061299,-96.77212283,3147,10,6343,13,,,,,,,,,,,,,,
3625,20.2286338,-96.78677428,2862,13,348,11,,,,,,,,,,,,,,
3992,20.24460938,-96.79720786,4741,12,1934,14,962,15,,,,,,,,,,,,
1757,20.25596879,-96.80464365,4452,9,,,,,,,,,,,,,,,,
4069,20.26403584,-96.80993308,2051,14,4452,15,5790,7,,,,,,,,,,,,
1036,20.27060052,-96.81424289,2635,15,,,,,,,,,,,,,,,,
4598,20.27926049,-96.81993556,2619,6,1814,13,,,,,,,,,,,,,,
2721,20.29144167,-96.82795626,4940,15,4631,11,,,,,,,,,,,,,,
6132,20.30859172,-96.83927329,3872,10,6335,11,,,,,,,,,,,,,,
4490,20.33264627,-96.85518977,4276,7,205,6,,,,,,,,,,,,,,
1587,20.36652207,-96.87767598,3785,6,6145,13,232,6,2886,8,5462,15,,,,,,,,
798,20.41402819,-96.90930927,2730,10,2143,8,1940,10,,,,,,,,,,,,
3680,20.4810326,-96.9540082,841,8,1715,9,2803,12,,,,,,,,,,,,
4450,20.57512611,-97.0166165,4273,12,2536,10,,,,,,,,,,,,,,
5141,20.70528796,-97.10203986,6511,15,2152,15,4682,6,5894,7,,,,,,,,,,
1536,20.81988757,-97.17515785,6627,6,3024,6,1027,14,2581,6,6219,15,910,7,58,7,,,,
6247,20.90222064,-97.22597284,5283,9,1387,11,6354,6,,,,,,,,,,,,
1767,20.96114555,-97.26127004,3248,11,4173,9,,,,,,,,,,,,,,
774,21.00324876,-97.28587901,1841,5,232,14,1478,11,323,11,,,,,,,,,,
6343,21.03335972,-97.30314371,6351,7,3861,14,1333,5,5045,11,5344,13,,,,,,,,
6568,21.06193414,-97.31925802,1149,13,,,,,,,,,,,,,,,,
3580,21.10180645,-97.34130117,4771,15,676,8,,,,,,,,,,,,,,
6374,21.15826224,-97.37162869,2928,15,1117,15,3051,6,3286,5,3603,14,,,,,,,,
6233,21.23838748,-97.41288692,2204,7,1209,13,4439,8,,,,,,,,,,,,
5817,21.35221036,-97.46787794,3052,8,6500,8,,,,,,,,,,,,,,
4871,21.50803726,-97.53621446,3163,11,,,,,,,,,,,,,,,,
231,21.63907802,-97.5873952,5830,8,5653,12,,,,,,,,,,,,,,
5675,21.73343547,-97.62064946,1074,11,,,,,,,,,,,,,,,,
5342,21.80091478,-97.64256462,5577,15,,,,,,,,,,,,,,,,
6492,21.84910497,-97.65725539,1064,7,1209,12,,,,,,,,,,,,,,
2928,21.88897021,-97.66880086,6374,15,2401,11,4232,10,,,,,,,,,,,,
2310,21.94192028,-97.68329365,2560,15,1521,7,,,,,,,,,,,,,,
644,22.01693177,-97.70221439,3483,12,1454,7,4159,10,,,,,,,,,,,,
3866,22.1229706,-97.72582945,1880,13,4976,10,,,,,,,,,,,,,,
1343,22.27332144,-97.75324938,3537,15,1612,15,3344,15,1239,9,4050,5,6500,7,6587,7,4105,14,,
1105,22.43537231,-97.7751595,1472,8,5758,6,,,,,,,,,,,,,,
2622,22.55194029,-97.78619208,210,13,6029,5,1333,10,327,12,,,,,,,,,,
2528,22.63488527,-97.79169593,5830,11,219,5,5933,8,2073,10,3448,8,1387,12,2046,14,,,,
3372,22.69394379,-97.79444478,4541,15,5283,13,5963,6,3949,12,4100,13,,,,,,,,
5057,22.73592074,-97.79581291,524,9,293,15,,,,,,,,,,,,,,
1201,22.77180516,-97.79660106,3696,13,,,,,,,,,,,,,,,,
323,22.82044537,-97.79714341,5485,7,4602,10,5763,5,4832,13,774,11,632,13,,,,,,
1736,22.88886832,-97.79699862,5274,13,,,,,,,,,,,,,,,,
3198,22.985123,-97.79532176,516,6,,,,,,,,,,,,,,,,
3091,23.12053704,-97.79094723,3415,9,4570,12,,,,,,,,,,,,,,
332,23.28892852,-97.78418382,5386,5,5402,8,,,,,,,,,,,,,,
1409,23.41634296,-97.77966134,1043,5,4938,6,1714,7,,,,,,,,,,,,
5103,23.50688726,-97.77750357,6378,7,5402,11,23,5,3827,13,5277,14,107,7,172,7,,,,
4163,23.57132126,-97.77678101,1790,9,4576,13,,,,,,,,,,,,,,
5876,23.61708021,-97.77677944,5955,12,,,,,,,,,,,,,,,,
5072,23.65031455,-97.77708245,676,8,1149,11,4232,10,,,,,,,,,,,,
6519,23.68685802,-97.77771986,1159,14,139,15,,,,,,,,,,,,,,
1198,23.73821042,-97.77908135,1060,6,3671,6,1257,8,,,,,,,,,,,,
1958,23.81044692,-97.78170496,2447,10,2205,15,,,,,,,,,,,,,,
1883,23.91202261,-97.78619822,556,14,3310,8,5818,8,1793,7,304,7,6411,7,,,,,,
3700,24.05494134,-97.79242236,4559,5,6144,8,4938,13,,,,,,,,,,,,
1224,24.23770036,-97.79621415,4232,5,833,15,2961,15,,,,,,,,,,,,
2138,24.3789918,-97.79242244,2723,7,2243,5,4003,11,,,,,,,,,,,,
2560,24.47917416,-97.78439707,4003,11,4705,15,2310,15,721,7,3024,10,3978,11,,,,,,
6401,24.55342572,-97.77484251,4412,12,1139,11,6172,14,2973,10,,,,,,,,,,
4541,24.64123058,-97.75931347,3372,15,3929,11,4617,5,841,14,,,,,,,,,,
3332,24.76375297,-97.73096899,6351,10,2152,7,,,,,,,,,,,,,,
6379,24.93185146,-97.68234984,3019,15,2963,13,,,,,,,,,,,,,,
3422,25.08556674,-97.63173865,4938,9,2278,13,1880,14,,,,,,,,,,,,
2004,25.19441416,-97.59450452,6369,15,107,5,5781,5,,,,,,,,,,,,
1064,25.27175394,-97.56821673,3470,8,748,8,6492,7,2419,10,803,6,,,,,,,,
205,25.32686728,-97.5498816,1433,9,4490,6,,,,,,,,,,,,,,
6219,25.36608645,-97.53714724,1841,10,1536,15,,,,,,,,,,,,,,
5832,25.39445376,-97.52813946,5535,5,3528,15,23,10,5896,12,,,,,,,,,,
1454,25.42472399,-97.51873898,4476,5,644,7,721,15,3384,14,2331,7,,,,,,,,
4445,25.46726894,-97.50590858,6090,12,5818,8,5891,13,1433,5,3338,9,,,,,,,,
4096,25.5273829,-97.48856552,1851,15,3255,7,,,,,,,,,,,,,,
3104,25.61219554,-97.46573131,1558,13,2839,8,5086,15,,,,,,,,,,,,
4548,25.73223641,-97.43688042,962,6,1184,13,,,,,,,,,,,,,,
3827,25.89844772,-97.40418469,2810,10,5103,13,2322,15,,,,,,,,,,,,
6627,26.04309859,-97.38319034,1536,6,4188,14,1972,5,1795,15,,,,,,,,,,
1887,26.14648429,-97.37278045,5668,8,51,8,,,,,,,,,,,,,,
4276,26.22009523,-97.36784167,2779,13,5218,13,4490,7,6278,13,,,,,,,,,,
2803,26.27314621,-97.36561007,3680,12,,,,,,,,,,,,,,,,
3781,26.32904432,-97.36444804,4159,6,,,,,,,,,,,,,,,,
5045,26.40737976,-97.36453611,6343,11,,,,,,,,,,,,,,,,
6311,26.51772637,-97.36707393,6450,7,2046,10,1612,13,,,,,,,,,,,,
3589,26.67267581,-97.37266404,6411,13,1,8,4939,14,,,,,,,,,,,,
5293,26.86445837,-97.37685837,6144,8,1554,12,4078,6,304,11,352,6,,,,,,,,
1055,27.00891224,-97.37312347,4495,5,632,6,,,,,,,,,,,,,,
2751,27.1112611,-97.36447573,2973,6,6378,8,3007,14,,,,,,,,,,,,
6145,27.19058455,-97.35326991,1587,13,3337,14,,,,,,,,,,,,,,
3071,27.29074519,-97.33295419,4003,15,335,8,2311,8,,,,,,,,,,,,
4000,27.42962371,-97.29364629,5781,6,2892,8,5998,14,,,,,,,,,,,,
6172,27.60953621,-97.22402375,3968,11,2331,13,6401,14,5429,15,4495,11,,,,,,,,
1184,27.75085909,-97.15489441,5875,14,3310,15,423,13,2379,14,4159,13,4548,13,4495,11,,,,
5774,27.84886435,-97.09960994,304,10,5724,10,2379,5,,,,,,,,,,,,
5199,27.91721093,-97.05751935,4866,15,6553,11,2102,12,5129,7,1049,11,5339,10,1257,8,4976,13,,
442,27.96514652,-97.02626808,1683,13,4797,12,1795,10,1212,14,,,,,,,,,,
232,28.00547482,-96.99886521,1587,6,774,14,42,7,833,6,,,,,,,,,,
1880,28.05919734,-96.96067585,3866,13,1614,10,3422,14,,,,,,,,,,,,
1864,28.13338461,-96.90437,1694,9,910,12,4602,14,2447,7,,,,,,,,,,
5287,28.23442382,-96.81971249,2839,13,4225,15,,,,,,,,,,,,,,
4050,28.36816193,-96.68888585,4070,5,1343,5,,,,,,,,,,,,,,
533,28.49695905,-96.53221079,4273,7,,,,,,,,,,,,,,,,
1298,28.57729189,-96.40899885,2791,8,1149,9,3380,11,4408,14,2619,11,,,,,,,,
1819,28.63083512,-96.30823141,4024,13,4570,11,808,11,1721,9,,,,,,,,,,
2831,28.68859786,-96.17606512,6511,8,2255,9,,,,,,,,,,,,,,
748,28.75952169,-95.98474383,4939,14,1064,8,5940,9,,,,,,,,,,,,
6457,28.85103826,-95.73933533,4905,8,3785,7,1655,10,3232,10,,,,,,,,,,
2791,28.93900278,-95.55885226,1298,8,3311,8,,,,,,,,,,,,,,
2319,29.02937116,-95.42995446,4697,12,4760,15,,,,,,,,,,,,,,
6369,29.16885199,-95.2838437,2522,9,2004,15,4629,12,4179,7,1401,9,,,,,,,,
1714,29.36568221,-95.10049728,4496,8,225,6,1409,7,,,,,,,,,,,,
1655,29.5118227,-94.93036794,4031,9,4602,5,5940,11,4576,11,6457,10,,,,,,,,
5195,29.5978498,-94.76241765,4379,5,2102,15,1139,13,6370,13,,,,,,,,,,
5218,29.65408199,-94.53855704,4276,13,388,15,,,,,,,,,,,,,,
407,29.67366875,-94.36116995,5955,9,5830,7,,,,,,,,,,,,,,
5653,29.67993334,-94.2345372,2269,7,1239,12,702,5,5584,14,4160,11,231,12,2835,10,5697,10,,
1472,29.68192016,-94.14425954,1105,8,5605,11,293,11,2360,6,1698,13,,,,,,,,
541,29.6825015,-94.08015984,360,5,2057,15,5577,10,,,,,,,,,,,,
3785,29.68263374,-94.03456127,1587,6,1154,10,4159,13,6457,7,1410,15,6300,8,,,,,,
1940,29.68263284,-94.00219441,856,10,631,8,798,10,,,,,,,,,,,,
992,29.6826008,-93.97913475,1129,6,2607,11,4421,8,,,,,,,,,,,,
6411,29.68256811,-93.96276877,3589,13,3861,11,1883,7,5544,11,1916,11,6262,13,,,,,,
3818,29.68254194,-93.95113206,1524,6,6553,8,5779,13,,,,,,,,,,,,
3537,29.68252263,-93.94286532,1343,15,2536,10,6450,12,5885,12,,,,,,,,,,
6500,29.68250882,-93.93698774,5077,10,6241,11,5817,8,1343,7,5900,7,,,,,,,,
6527,29.68249857,-93.93260817,2839,11,,,,,,,,,,,,,,,,
2451,29.6824865,-93.92738971,2423,8,5390,12,,,,,,,,,,,,,,
2322,29.68246979,-93.92004671,1814,5,3827,15,,,,,,,,,,,,,,
3202,29.68244691,-93.90971514,4426,5,6347,13,4327,14,1154,14,2113,7,,,,,,,,
4340,29.68241623,-93.89517317,6378,14,2581,15,833,5,,,,,,,,,,,,
2353,29.68237684,-93.87473132,3397,10,3285,11,,,,,,,,,,,,,,
676,29.6823308,-93.84597976,5072,8,3580,8,,,,,,,,,,,,,,
3044,29.68229006,-93.80547493,5900,14,5100,8,,,,,,,,,,,,,,
5945,29.68229596,-93.74856423,5763,7,3170,15,5538,8,,,,,,,,,,,,
685,29.68247239,-93.66846584,2738,5,3309,8,1478,9,3278,8,6126,11,,,,,,,,
3344,29.68317243,-93.55594899,6370,7,1343,15,2647,6,1374,11,999,13,,,,,,,,
4160,29.68539214,-93.39745494,320,12,5653,11,302,15,6246,14,,,,,,,,,,
3929,29.68989264,-93.22863178,1228,12,4541,11,631,10,3526,8,,,,,,,,,,
5924,29.69482707,-93.10776997,298,5,3794,11,,,,,,,,,,,,,,
5532,29.69935193,-93.02196635,2204,6,98,12,,,,,,,,,,,,,,
5722,29.70314073,-92.960971,5800,10,,,,,,,,,,,,,,,,
274,29.70612664,-92.91784566,4209,7,631,11,5779,13,2083,13,,,,,,,,,,
6450,29.7086788,-92.88370459,6311,7,3537,12,2269,14,,,,,,,,,,,,
2641,29.71211124,-92.84064912,51,12,,,,,,,,,,,,,,,,
3311,29.71724798,-92.7798141,4922,6,3391,13,4905,9,3794,15,2791,8,,,,,,,,
3750,29.72470299,-92.69431627,5440,10,2127,8,1694,7,,,,,,,,,,,,
2556,29.73472661,-92.57389644,327,15,3949,13,4408,13,2839,14,,,,,,,,,,
2379,29.74512778,-92.40438006,610,6,649,5,1184,14,5774,5,,,,,,,,,,
6354,29.74415641,-92.17285889,304,9,6247,6,6605,10,,,,,,,,,,,,
204,29.71950583,-91.9786625,1338,7,3384,7,68,15,,,,,,,,,,,,
5217,29.67661539,-91.82617457,717,14,3155,14,4145,10,3253,5,,,,,,,,,,
3255,29.59382171,-91.63615076,2102,14,6588,9,4096,7,4243,8,,,,,,,,,,
4853,29.47093462,-91.40806639,5668,15,107,6,6347,15,1513,14,,,,,,,,,,
702,29.37843276,-91.2325863,5653,5,,,,,,,,,,,,,,,,
46,29.32050252,-91.1029863,3391,11,,,,,,,,,,,,,,,,
5485,29.27880002,-90.98440603,323,7,1694,5,,,,,,,,,,,,,,
2661,29.23588323,-90.81656843,5818,15,,,,,,,,,,,,,,,,
2051,29.20187318,-90.61408667,4069,14,4188,14,5894,6,1521,7,4976,6,335,5,5697,7,,,,
6370,29.18505312,-90.46393273,3344,7,1599,6,4559,15,1814,15,3590,12,5195,13,5577,10,,,,
1060,29.1759222,-90.35697712,2738,7,2152,15,1198,6,,,,,,,,,,,,
4559,29.17037376,-90.28065336,3700,5,5399,11,4602,6,6370,15,850,10,5830,9,,,,,,
4976,29.16677121,-90.22660004,3866,10,3112,14,5192,13,5199,13,2051,6,,,,,,,,
5900,29.1643087,-90.1880002,1916,11,3044,14,6500,7,,,,,,,,,,,,
5192,29.16260028,-90.16065809,4976,13,4092,8,5357,12,5801,14,,,,,,,,,,
1615,29.16139289,-90.14115578,1972,12,5101,13,2862,14,225,6,3384,7,2372,11,6144,7,5668,7,1102,5
1389,29.16053844,-90.12730346,4905,12,5758,10,4476,8,3616,12,5598,6,,,,,,,,
1715,29.15993222,-90.11746429,3680,9,2704,11,,,,,,,,,,,,,,
1793,29.15950218,-90.11048416,1883,7,,,,,,,,,,,,,,,,
1209,29.159195,-90.10549978,4745,7,3024,13,6233,13,5896,13,6492,12,3235,12,,,,,,
1213,29.15897721,-90.1019675,5697,6,6510,7,,,,,,,,,,,,,,
3483,29.15882228,-90.09945567,644,12,5311,15,1442,15,,,,,,,,,,,,
5544,29.15871204,-90.09766883,1851,10,6411,11,2619,13,999,11,3526,5,,,,,,,,
58,29.15863373,-90.09639999,2607,5,1536,7,5499,6,,,,,,,,,,,,
4191,29.15857806,-90.09549828,4393,11,,,,,,,,,,,,,,,,
6547,29.15853227,-90.09475658,2432,14,5775,9,2522,13,,,,,,,,,,,,
4005,29.15847154,-90.09377293,272,8,751,5,,,,,,,,,,,,,,
554,29.15838601,-90.09238818,856,6,,,,,,,,,,,,,,,,
1816,29.15826561,-90.09043924,219,5,4031,15,4024,10,5048,7,,,,,,,,,,
3698,29.15809646,-90.08770177,4209,15,2647,10,,,,,,,,,,,,,,
5100,29.1578581,-90.08384544,4602,6,3044,8,,,,,,,,,,,,,,
2979,29.15752246,-90.07841613,3286,9,500,6,4070,7,6516,14,,,,,,,,,,
4379,29.15705128,-90.07079174,5195,5,302,13,4573,10,4705,13,4544,13,3959,14,2246,8,917,15,,
3186,29.15638923,-90.06006382,5963,13,3147,15,,,,,,,,,,,,,,
5311,29.1554625,-90.04498755,3483,15,4617,14,,,,,,,,,,,,,,
2285,29.15416688,-90.02370703,1814,10,2311,9,,,,,,,,,,,,,,
2842,29.15238963,-89.99387071,2607,12,,,,,,,,,,,,,,,,
5538,29.15000952,-89.95189055,3024,9,5945,8,23,10,,,,,,,,,,,,
3232,29.1470303,-89.89281452,4426,5,6457,10,,,,,,,,,,,,,,
2222,29.14401396,-89.80960341,4003,6,1159,13,5872,15,3532,11,,,,,,,,,,
4078,29.14394354,-89.69319772,3978,13,5293,6,,,,,,,,,,,,,,
6602,29.16461759,-89.53238037,5631,15,5790,12,,,,,,,,,,,,,,
5697,29.32431712,-89.48902186,2102,8,1213,6,459,9,3310,15,5653,10,2051,7,,,,,,
2647,29.55559773,-89.67769619,4173,11,3344,6,5584,15,3698,10,,,,,,,,,,
5790,29.91299883,-89.86354883,6602,12,4069,7,,,,,,,,,,,,,,
1853,30.18855414,-89.48886901,1212,13,3557,7,4939,8,6090,5,4302,13,,,,,,,,
751,30.27018548,-89.12605668,1599,6,4005,5,272,10,4631,11,2083,5,,,,,,,,
5631,30.3072526,-88.86242961,6602,15,,,,,,,,,,,,,,,,
5883,30.32642491,-88.67384883,4693,8,2495,9,1721,8,6300,13,,,,,,,,,,
5429,30.3370228,-88.53929737,2635,13,6172,15,3253,13,,,,,,,,,,,,
3380,30.34313062,-88.44347858,9,8,1298,11,,,,,,,,,,,,,,
4228,30.34676261,-88.3752578,3692,5,,,,,,,,,,,,,,,,
338,30.34935618,-88.31799686,1074,6,5955,10,3253,5,,,,,,,,,,,,
6262,30.35219727,-88.24118489,5896,9,6411,13,,,,,,,,,,,,,,
5943,30.35501211,-88.13309274,3978,7,,,,,,,,,,,,,,,,
4939,30.35688361,-87.9810153,3616,9,748,14,1853,8,3589,14,6171,7,,,,,,,,
6573,30.35666865,-87.7768742,1212,13,,,,,,,,,,,,,,,,
68,30.35588756,-87.60785216,1839,11,204,15,4107,7,3893,9,3397,8,,,,,,,,
4583,30.3562825,-87.4875754,2447,6,,,,,,,,,,,,,,,,
5854,30.35763235,-87.40204643,3052,6,5101,6,3012,6,,,,,,,,,,,,
4439,30.35934904,-87.34129203,5618,5,4797,8,6233,8,,,,,,,,,,,,
4179,30.36131328,-87.29151552,3768,9,5706,6,6369,7,2866,9,1102,14,,,,,,,,
2395,30.36463205,-87.22560079,3310,11,5263,5,,,,,,,,,,,,,,
4922,30.37030364,-87.13290586,3311,6,,,,,,,,,,,,,,,,
5910,30.37920949,-87.00257548,4888,13,,,,,,,,,,,,,,,,
4267,30.39059223,-86.81927992,2269,9,,,,,,,,,,,,,,,,
3470,30.3961009,-86.59134922,3052,12,1257,9,1064,8,4495,8,,,,,,,,,,
5884,30.38805266,-86.41886294,2331,7,5963,13,4457,7,,,,,,,,,,,,
302,30.37262154,-86.29484965,5894,10,4379,13,2633,15,4160,15,1915,12,631,15,5947,14,1579,15,,
281,30.34538044,-86.1612224,2113,7,5284,12,,,,,,,,,,,,,,
2447,30.2932763,-85.97778743,1958,10,42,6,4583,6,1864,7,,,,,,,,,,
9,30.21748522,-85.75922203,1554,6,3380,8,4734,15,,,,,,,,,,,,
4940,30.15857035,-85.59709382,2721,15,4706,7,,,,,,,,,,,,,,
3248,30.11827126,-85.48118482,1532,7,1442,10,1767,11,,,,,,,,,,,,
2561,30.09143402,-85.39803108,6588,6,5263,5,,,,,,,,,,,,,,
2581,30.07168633,-85.33159902,4340,15,1536,6,1955,8,,,,,,,,,,,,
335,30.04823436,-85.24500653,3071,8,632,6,2051,5,,,,,,,,,,,,
