,Latitude,Longitude,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
5387,21.41927869,-88.83785684,2988,12,2073,9,404,10,7701,15,7912,15,,,,,,,,
7701,21.41493615,-88.86112767,4526,14,5959,14,6845,15,49,5,4895,8,5387,15,3809,15,,,,
6751,21.41186763,-88.87766132,2589,6,6390,9,3341,10,7997,7,1284,5,,,,,,,,
5147,21.40953435,-88.89029046,1523,14,2073,7,6168,13,5431,7,3700,15,115,8,2889,14,,,,
2660,21.40665924,-88.90591915,5589,6,115,8,,,,,,,,,,,,,,
2656,21.40263024,-88.92791861,4401,15,4983,11,7884,9,5644,14,5302,12,1018,6,,,,,,
99,21.39698008,-88.95888817,7230,5,292,14,,,,,,,,,,,,,,
115,21.3890342,-89.00245865,6845,14,5147,8,2660,8,4721,6,3988,13,3809,5,,,,,,
2960,21.37776858,-89.06366227,6168,14,,,,,,,,,,,,,,,,
1094,21.36141345,-89.14970714,4983,9,4283,8,7912,5,,,,,,,,,,,,
5302,21.33659842,-89.2702046,5007,14,2656,12,5891,6,7710,12,2889,9,,,,,,,,
3504,21.29560562,-89.43812014,3214,8,4066,11,,,,,,,,,,,,,,
6579,21.2379199,-89.61851836,7710,12,6277,12,1284,6,,,,,,,,,,,,
6277,21.18534033,-89.74340087,7884,6,6579,12,4926,13,5462,13,,,,,,,,,,
7912,21.13495148,-89.83946408,1492,14,2988,12,5387,15,1094,5,404,5,4402,15,4059,14,,,,
1018,21.05874732,-89.95713015,2482,11,2656,6,224,11,,,,,,,,,,,,
3355,20.93332014,-90.10808162,7997,10,5792,12,4721,9,997,12,,,,,,,,,,
4283,20.78430115,-90.24541852,2073,5,2987,13,4066,9,1094,8,2740,15,,,,,,,,
1284,20.66853839,-90.33069663,5007,6,6751,5,6579,6,,,,,,,,,,,,
3341,20.5824757,-90.38460671,6751,10,4402,14,2740,5,1015,15,,,,,,,,,,
5764,20.51423604,-90.42236354,2946,13,4983,15,3404,14,5891,14,4402,9,,,,,,,,
1015,20.42675173,-90.46537549,5959,6,5589,6,3341,15,5239,5,,,,,,,,,,
404,20.30113737,-90.51954357,5804,6,5387,10,7912,5,4157,11,,,,,,,,,,
2740,20.12358154,-90.5876891,3404,6,4895,12,4283,15,3341,5,,,,,,,,,,
7710,19.96217496,-90.64809851,5589,7,7087,9,5831,11,5302,12,6579,12,,,,,,,,
3700,19.8482967,-90.69355293,2946,6,6168,14,2867,9,5147,15,6743,7,1485,6,5239,8,,,,
3988,19.76833651,-90.72839597,6648,7,115,13,2199,10,5792,14,5462,11,5891,7,,,,,,
7997,19.71001086,-90.75596713,4983,9,7230,11,6751,7,3355,10,7454,15,2889,8,,,,,,
4721,19.642743,-90.79050549,5589,10,5804,14,292,6,115,6,3355,9,5461,10,,,,,,
4882,19.55021285,-90.84333301,7087,10,,,,,,,,,,,,,,,,
7454,19.42477806,-90.92637422,7997,15,6620,10,2889,14,,,,,,,,,,,,
997,19.26579506,-91.05599785,2073,9,3355,12,,,,,,,,,,,,,,
1405,19.14397014,-91.18179766,2073,6,3404,15,5831,5,5924,14,,,,,,,,,,
599,19.06651015,-91.28006154,4084,11,5110,9,5408,13,,,,,,,,,,,,
5462,19.00796539,-91.36852987,2589,13,3825,7,6845,10,6277,13,3988,11,7500,9,2889,9,2340,10,5792,8
6743,19.10716165,-96.05690444,5804,14,3700,7,2258,11,224,11,,,,,,,,,,
1485,19.21729905,-96.13979746,6168,14,3700,6,,,,,,,,,,,,,,
2340,19.29775816,-96.19540017,5462,10,6620,9,5239,12,,,,,,,,,,,,
2199,19.35559301,-96.23367687,5644,13,3988,10,,,,,,,,,,,,,,
4926,19.3969804,-96.26046557,7087,6,6277,13,6620,12,2258,13,5239,10,,,,,,,,
2889,19.42655216,-96.27938523,5147,14,5302,9,7997,8,7454,14,5462,9,,,,,,,,
263,19.44756015,-96.29274347,3404,12,6648,8,,,,,,,,,,,,,,
2258,19.46251391,-96.30222066,2253,7,6390,15,7087,10,5431,15,6743,11,4926,13,5461,9,,,,
4059,19.47315615,-96.30895312,1492,5,7087,14,7912,14,224,12,,,,,,,,,,
7500,19.48071671,-96.31373118,2073,8,4853,11,3404,12,5831,7,4066,14,5462,9,,,,,,
5239,19.48610796,-96.3171363,4401,8,4895,14,1015,5,3700,8,2340,12,4926,10,773,10,5408,12,,
5408,19.49126585,-96.32039271,4853,6,599,13,5239,12,,,,,,,,,,,,
3809,19.49844504,-96.32492324,4401,9,6845,15,7701,15,115,5,4402,13,4157,14,,,,,,
4402,19.50854649,-96.33129405,4066,6,7912,15,3341,14,5764,9,3809,13,224,7,,,,,,
224,19.52274421,-96.34024107,1018,11,6743,11,4059,12,4402,7,5792,6,,,,,,,,
5792,19.542729,-96.35282163,4983,12,3355,12,3988,14,5462,8,224,6,5924,10,,,,,,
5461,19.57088108,-96.37051995,5007,7,4721,10,2258,9,,,,,,,,,,,,
773,19.61046955,-96.39536909,6168,11,6648,8,5239,10,,,,,,,,,,,,
5110,19.66623015,-96.43031397,7087,13,599,9,,,,,,,,,,,,,,
4157,19.74459914,-96.4793784,2253,13,2998,12,4084,13,404,11,3809,14,,,,,,,,
5891,19.85495557,-96.54854009,5644,11,5302,6,5764,14,3988,7,5924,11,,,,,,,,
1807,19.97830701,-96.62624319,5007,14,,,,,,,,,,,,,,,,
5924,20.06694651,-96.68254418,1405,14,5792,10,5891,11,,,,,,,,,,,,
6620,20.12983251,-96.72281391,5644,5,7454,10,2340,9,4926,12,,,,,,,,,,
4222,20.17445647,-96.75158752,2589,5,5174,8,3482,6,3472,12,333,14,,,,,,,,
3822,20.2061299,-96.77212283,2695,11,2368,5,3591,10,1276,13,6696,13,2708,9,5252,14,2118,9,5473,13
4493,20.2286338,-96.78677428,2658,9,2921,10,6556,8,,,,,,,,,,,,
685,20.24460938,-96.79720786,6556,12,7153,12,1621,13,5697,5,1618,9,6528,13,,,,,,
6025,20.25596879,-96.80464365,7845,7,2936,15,5252,15,5852,9,,,,,,,,,,
3482,20.26403584,-96.80993308,4222,6,5534,7,5473,7,,,,,,,,,,,,
4816,20.27060052,-96.81424289,5885,7,1444,9,288,6,2757,6,,,,,,,,,,
3456,20.27926049,-96.81993556,7153,11,2921,6,2452,5,146,15,1091,6,,,,,,,,
1444,20.29144167,-96.82795626,4816,9,2921,6,2368,13,1678,7,5843,12,1621,5,5759,15,,,,
2757,20.30859172,-96.83927329,4816,6,2452,6,982,12,6392,13,6374,9,2513,15,,,,,,
146,20.33264627,-96.85518977,3456,15,4795,7,6956,15,155,12,,,,,,,,,,
6374,20.36652207,-96.87767598,2757,9,4562,5,2658,5,5852,15,,,,,,,,,,
5852,20.41402819,-96.90930927,6025,9,6374,15,4135,14,4950,6,4759,12,,,,,,,,
6696,20.4810326,-96.9540082,3822,13,3591,12,1091,15,4016,8,5905,5,5261,14,,,,,,
350,20.57512611,-97.0166165,2452,7,6924,12,,,,,,,,,,,,,,
6556,20.70528796,-97.10203986,4493,8,685,12,1842,7,5574,11,4135,12,7316,14,3380,6,,,,
2601,20.81988757,-97.17515785,7346,9,5759,10,,,,,,,,,,,,,,
7275,20.90222064,-97.22597284,274,15,7760,12,5885,7,3472,9,,,,,,,,,,
7467,20.96114555,-97.26127004,6034,7,5084,15,2936,12,1570,11,4562,6,5905,15,7845,14,,,,
333,21.00324876,-97.28587901,4222,14,5885,14,5174,10,,,,,,,,,,,,
7438,21.03335972,-97.30314371,5174,6,7316,15,5876,7,4137,13,,,,,,,,,,
5885,21.06193414,-97.31925802,4816,7,7275,7,333,14,7358,14,5905,9,5543,8,,,,,,
5543,21.10180645,-97.34130117,5885,8,5574,5,7153,8,2708,10,2695,15,1621,14,,,,,,
2921,21.15826224,-97.37162869,4493,10,3456,6,1444,6,2513,6,2499,11,2368,13,,,,,,
2513,21.23838748,-97.41288692,2757,15,2921,6,7153,13,5372,15,6392,7,2708,10,,,,,,
6528,21.35221036,-97.46787794,685,13,4036,11,3278,11,,,,,,,,,,,,
5261,21.50803726,-97.53621446,6696,14,4036,15,6200,15,917,8,,,,,,,,,,
4135,21.63907802,-97.5873952,5852,14,6556,12,7224,9,4562,14,,,,,,,,,,
4950,21.73343547,-97.62064946,5852,6,4137,5,7346,11,7358,6,155,6,,,,,,,,
3519,21.80091478,-97.64256462,2596,13,1618,7,4137,9,,,,,,,,,,,,
1570,21.84910497,-97.65725539,7467,11,2596,7,3380,14,4036,13,433,6,5252,5,,,,,,
3591,21.88897021,-97.66880086,3822,10,6696,12,1618,15,2118,5,,,,,,,,,,
433,21.94192028,-97.68329365,1570,6,2638,12,1091,9,6399,9,5174,7,2368,15,5843,14,,,,
2658,22.01693177,-97.70221439,4493,9,6374,5,5697,10,7702,11,2841,15,6392,9,,,,,,
1762,22.1229706,-97.72582945,1618,5,7358,12,6956,12,4848,14,6034,6,3278,13,4759,13,5473,10,,
7702,22.27332144,-97.75324938,2658,11,7316,6,2118,8,4016,13,,,,,,,,,,
4848,22.43537231,-97.7751595,1762,14,4036,12,1678,14,4759,10,,,,,,,,,,
1276,22.55194029,-97.78619208,3822,13,7224,5,6956,6,2458,6,424,5,,,,,,,,
6924,22.63488527,-97.79169593,350,12,917,13,2622,7,2458,15,,,,,,,,,,
1678,22.69394379,-97.79444478,1444,7,4848,14,1091,5,,,,,,,,,,,,
5759,22.73592074,-97.79581291,1444,15,2601,10,6704,5,6034,15,2118,15,,,,,,,,
7845,22.77180516,-97.79660106,6025,7,7467,14,5697,6,6392,8,424,9,,,,,,,,
6399,22.82044537,-97.79714341,433,9,6704,10,2936,7,4016,12,,,,,,,,,,
7224,22.88886832,-97.79699862,4135,9,1276,5,2622,10,2708,7,1842,9,,,,,,,,
3472,22.985123,-97.79532176,4222,12,7275,9,424,11,,,,,,,,,,,,
6392,23.12053704,-97.79094723,2757,13,2513,7,2658,9,7845,8,982,7,7316,10,,,,,,
1106,23.28892852,-97.78418382,2936,8,4562,11,2118,5,2499,7,4795,6,,,,,,,,
2695,23.41634296,-97.77966134,3822,11,5543,15,2841,6,,,,,,,,,,,,
4759,23.50688726,-97.77750357,5852,12,1762,13,4848,10,,,,,,,,,,,,
3278,23.57132126,-97.77678101,6528,11,1762,13,4795,8,2638,15,982,13,4016,7,7760,12,4036,5,,
2936,23.61708021,-97.77677944,6025,15,7467,12,6399,7,1106,8,,,,,,,,,,
4137,23.65031455,-97.77708245,7438,13,4950,5,3519,9,5174,15,6704,7,,,,,,,,
274,23.68685802,-97.77771986,7275,15,1273,10,,,,,,,,,,,,,,
2499,23.73821042,-97.77908135,2921,11,1106,7,,,,,,,,,,,,,,
7760,23.81044692,-97.78170496,7275,12,3278,12,2452,15,,,,,,,,,,,,
2596,23.91202261,-97.78619822,3519,13,1570,7,1621,10,,,,,,,,,,,,
6034,24.05494134,-97.79242236,7467,7,1762,6,5759,15,2638,15,,,,,,,,,,
2118,24.23770036,-97.79621415,3822,9,3591,5,7702,8,5759,15,1106,5,917,9,3380,13,5372,15,,
424,24.3789918,-97.79242244,1276,5,7845,9,3472,11,5697,7,6704,7,,,,,,,,
982,24.47917416,-97.78439707,2757,12,6392,7,3278,13,6704,10,5534,6,155,13,,,,,,
2841,24.55342572,-97.77484251,2658,15,2695,6,2458,9,,,,,,,,,,,,
7358,24.64123058,-97.75931347,5885,14,4950,6,1762,12,4016,12,5534,7,,,,,,,,
6200,24.76375297,-97.73096899,5261,15,5876,14,,,,,,,,,,,,,,
1273,24.93185146,-97.68234984,274,10,,,,,,,,,,,,,,,,
5574,25.08556674,-97.63173865,6556,11,5543,5,155,14,1618,14,2622,8,,,,,,,,
7153,25.19441416,-97.59450452,685,12,3456,11,5543,8,2513,13,,,,,,,,,,
5174,25.27175394,-97.56821673,4222,8,333,10,7438,6,433,7,4137,15,,,,,,,,
1091,25.32686728,-97.5498816,3456,6,6696,15,433,9,1678,5,5697,5,1393,12,,,,,,
5534,25.36608645,-97.53714724,3482,7,982,6,7358,7,7316,7,5372,12,,,,,,,,
7316,25.39445376,-97.52813946,6556,14,7438,15,7702,6,6392,10,5534,7,1393,13,,,,,,
1842,25.42472399,-97.51873898,6556,7,7224,9,2622,10,,,,,,,,,,,,
1618,25.46726894,-97.50590858,685,9,3519,7,3591,15,1762,5,5574,14,,,,,,,,
5084,25.5273829,-97.48856552,7467,15,2368,6,,,,,,,,,,,,,,
3380,25.61219554,-97.46573131,6556,6,1570,14,2118,13,288,13,,,,,,,,,,
4036,25.73223641,-97.43688042,6528,11,5261,15,1570,13,4848,12,3278,5,5372,9,,,,,,
155,25.89844772,-97.40418469,146,12,4950,6,982,13,5574,14,5876,9,6704,14,2708,8,4016,15,,
4795,26.04309859,-97.38319034,146,7,1106,6,3278,8,2368,13,4016,15,,,,,,,,
4016,26.14648429,-97.37278045,6696,8,7702,13,6399,12,3278,7,7358,12,155,15,4795,15,917,15,,
5697,26.22009523,-97.36784167,685,5,2658,10,7845,6,424,7,1091,5,5372,5,7346,7,,,,
2622,26.27314621,-97.36561007,6924,7,7224,10,5574,8,1842,10,7346,10,,,,,,,,
5372,26.32904432,-97.36444804,2513,15,2118,15,5534,12,4036,9,5697,5,,,,,,,,
6956,26.40737976,-97.36453611,146,15,1762,12,1276,6,,,,,,,,,,,,
5843,26.51772637,-97.36707393,1444,12,433,14,4562,12,,,,,,,,,,,,
1621,26.67267581,-97.37266404,685,13,1444,5,5543,14,2596,10,5905,12,,,,,,,,
2458,26.86445837,-97.37685837,1276,6,6924,15,2841,9,,,,,,,,,,,,
5905,27.00891224,-97.37312347,6696,5,7467,15,5885,9,1621,12,795,7,,,,,,,,
795,27.1112611,-97.36447573,5905,7,,,,,,,,,,,,,,,,
917,27.19058455,-97.35326991,5261,8,6924,13,2118,9,4016,15,4562,13,,,,,,,,
2708,27.29074519,-97.33295419,3822,9,5543,10,2513,10,7224,7,155,8,,,,,,,,
5252,27.42962371,-97.29364629,3822,14,6025,15,1570,5,,,,,,,,,,,,
7346,27.60953621,-97.22402375,2601,9,4950,11,5697,7,2622,10,5473,10,,,,,,,,
5473,27.75085909,-97.15489441,3822,13,3482,7,1762,10,7346,10,,,,,,,,,,
2638,27.84886435,-97.09960994,433,12,3278,15,6034,15,288,7,,,,,,,,,,
6704,27.91721093,-97.05751935,5759,5,6399,10,4137,7,424,7,982,10,155,14,,,,,,
5876,27.96514652,-97.02626808,7438,7,6200,14,155,9,,,,,,,,,,,,
288,28.00547482,-96.99886521,4816,6,3380,13,2638,7,,,,,,,,,,,,
2452,28.05919734,-96.96067585,3456,5,2757,6,350,7,7760,15,4562,6,,,,,,,,
1393,28.13338461,-96.90437,1091,12,7316,13,,,,,,,,,,,,,,
4562,28.23442382,-96.81971249,6374,5,7467,6,4135,14,1106,11,5843,12,917,13,2452,6,,,,
2368,28.36816193,-96.68888585,3822,5,1444,13,2921,13,433,15,5084,6,4795,13,,,,,,
3186,28.49695905,-96.53221079,2589,15,1875,6,,,,,,,,,,,,,,
5563,28.57729189,-96.40899885,2496,10,3062,12,,,,,,,,,,,,,,
4430,28.63083512,-96.30823141,4300,6,4049,14,6990,15,4585,7,,,,,,,,,,
150,28.68859786,-96.17606512,3829,13,6259,8,5091,6,,,,,,,,,,,,
3243,28.75952169,-95.98474383,961,9,5572,5,5946,15,,,,,,,,,,,,
869,28.85103826,-95.73933533,1875,5,2673,10,6505,8,,,,,,,,,,,,
7109,28.93900278,-95.55885226,6669,9,7338,15,4809,12,1192,11,,,,,,,,,,
1823,29.02937116,-95.42995446,7795,11,1903,10,4788,6,5023,13,492,15,895,9,7700,13,4347,9,,
7590,29.16885199,-95.2838437,2800,6,6719,12,4079,7,2053,13,1875,14,,,,,,,,
5946,29.36568221,-95.10049728,3243,15,2346,8,1875,14,2029,5,6246,11,,,,,,,,
2378,29.5118227,-94.93036794,1456,13,2248,15,2268,12,,,,,,,,,,,,
2248,29.5978498,-94.76241765,2378,15,4802,14,4151,13,961,11,443,10,5755,7,,,,,,
220,29.65408199,-94.53855704,4409,12,2573,8,,,,,,,,,,,,,,
3335,29.67366875,-94.36116995,6117,15,3590,12,,,,,,,,,,,,,,
4809,29.67993334,-94.2345372,7109,12,6505,9,3831,8,,,,,,,,,,,,
5457,29.68192016,-94.14425954,5572,6,5863,6,448,6,4639,11,,,,,,,,,,
1878,29.6825015,-94.08015984,1948,7,7366,6,4300,9,,,,,,,,,,,,
6669,29.68263374,-94.03456127,7109,9,443,5,1948,13,,,,,,,,,,,,
3383,29.68263284,-94.00219441,7004,5,5618,8,2108,6,961,11,4901,13,,,,,,,,
1632,29.6826008,-93.97913475,492,15,1522,14,,,,,,,,,,,,,,
1338,29.68256811,-93.96276877,6117,12,6063,9,2456,8,7258,8,,,,,,,,,,
6547,29.68254194,-93.95113206,3390,5,2010,7,6063,13,4071,7,,,,,,,,,,
1186,29.68252263,-93.94286532,976,11,4412,14,,,,,,,,,,,,,,
5091,29.68250882,-93.93698774,150,6,4802,8,1638,14,3390,14,5572,12,7589,14,,,,,,
6388,29.68249857,-93.93260817,4788,11,3150,7,1900,10,4412,11,,,,,,,,,,
90,29.6824865,-93.92738971,5722,13,233,9,7258,14,3437,7,1770,5,,,,,,,,
4050,29.68246979,-93.92004671,4096,9,2496,15,1638,7,,,,,,,,,,,,
1070,29.68244691,-93.90971514,1245,9,5391,15,7700,9,,,,,,,,,,,,
114,29.68241623,-93.89517317,1903,14,158,10,,,,,,,,,,,,,,
7337,29.68237684,-93.87473132,4151,13,3202,11,,,,,,,,,,,,,,
2053,29.6823308,-93.84597976,7590,13,3291,12,6380,15,5755,5,,,,,,,,,,
3150,29.68229006,-93.80547493,6388,7,4585,8,5863,11,,,,,,,,,,,,
4647,29.68229596,-93.74856423,1948,15,233,10,2204,5,3644,13,7795,15,7004,14,,,,,,
860,29.68247239,-93.66846584,3829,9,4585,7,5368,14,4802,6,,,,,,,,,,
759,29.68317243,-93.55594899,1217,14,3900,13,7634,9,5748,7,,,,,,,,,,
4892,29.68539214,-93.39745494,1961,13,1770,9,4621,15,6382,15,,,,,,,,,,
2572,29.68989264,-93.22863178,7366,11,4136,8,4419,6,1875,11,1754,10,,,,,,,,
6623,29.69482707,-93.10776997,6658,14,2573,10,7959,6,5230,13,3835,10,7355,10,,,,,,
1899,29.69935193,-93.02196635,2800,15,448,15,4113,13,,,,,,,,,,,,
7026,29.70314073,-92.960971,4506,9,2346,10,4096,8,2204,8,6658,10,1770,10,2108,8,4347,14,,
7634,29.70612664,-92.91784566,759,9,961,14,1456,12,7855,12,1961,15,,,,,,,,
6108,29.7086788,-92.88370459,6382,7,3643,10,5598,14,3437,14,,,,,,,,,,
1903,29.71211124,-92.84064912,1823,10,114,14,1754,8,,,,,,,,,,,,
4419,29.71724798,-92.7798141,2572,6,2204,11,,,,,,,,,,,,,,
6087,29.72470299,-92.69431627,6135,13,6232,8,2496,11,,,,,,,,,,,,
4999,29.73472661,-92.57389644,2718,11,,,,,,,,,,,,,,,,
2782,29.74512778,-92.40438006,5748,8,6711,7,3895,8,,,,,,,,,,,,
5963,29.74415641,-92.17285889,4483,5,7487,12,,,,,,,,,,,,,,
1875,29.71950583,-91.9786625,3186,6,869,5,7590,14,5946,14,2572,11,6711,15,,,,,,
2496,29.67661539,-91.82617457,5563,10,4050,15,6087,11,7258,13,6990,15,,,,,,,,
2786,29.59382171,-91.63615076,1638,10,492,14,5391,11,5748,15,,,,,,,,,,
1754,29.47093462,-91.40806639,2572,10,1903,8,3062,11,921,13,7700,9,4674,11,,,,,,
5598,29.37843276,-91.2325863,6108,14,2983,15,4164,15,4057,8,,,,,,,,,,
5023,29.32050252,-91.1029863,1823,13,3390,13,2029,10,4409,12,,,,,,,,,,
5828,29.27880002,-90.98440603,1472,6,,,,,,,,,,,,,,,,
1472,29.23588323,-90.81656843,5828,6,2010,14,5264,5,5755,11,4621,6,,,,,,,,
2387,29.20187318,-90.61408667,1401,15,7355,12,4788,11,4802,14,4071,8,3437,14,,,,,,
2673,29.18505312,-90.46393273,869,10,4483,7,4096,10,2204,7,,,,,,,,,,
2337,29.1759222,-90.35697712,2108,8,4057,10,,,,,,,,,,,,,,
1833,29.17037376,-90.28065336,3664,7,1522,5,4585,8,,,,,,,,,,,,
4621,29.16677121,-90.22660004,4892,15,1472,6,835,11,1466,10,1001,10,,,,,,,,
1948,29.1643087,-90.1880002,1878,7,6669,13,4647,15,5507,14,4085,8,3643,7,,,,,,
443,29.16260028,-90.16065809,2248,10,6669,5,4585,11,5382,8,961,7,3312,13,7589,10,5368,11,,
1241,29.16139289,-90.14115578,6246,14,1999,9,3291,10,,,,,,,,,,,,
3291,29.16053844,-90.12730346,2053,12,1241,10,7487,5,5523,13,3895,8,1466,10,1245,5,,,,
7795,29.15993222,-90.11746429,1823,11,4647,15,4049,15,1638,10,3202,10,,,,,,,,
2456,29.15950218,-90.11048416,1338,8,6990,14,6719,8,1745,13,2010,14,,,,,,,,
1638,29.159195,-90.10549978,5091,14,4050,7,2786,10,7795,10,919,11,5014,8,,,,,,
3705,29.15897721,-90.1019675,7199,9,6246,6,7004,15,,,,,,,,,,,,
1961,29.15882228,-90.09945567,4892,13,7634,15,,,,,,,,,,,,,,
5523,29.15871204,-90.09766883,3291,13,5618,13,,,,,,,,,,,,,,
2800,29.15863373,-90.09639999,7590,6,1899,15,5373,5,7064,6,,,,,,,,,,
1401,29.15857806,-90.09549828,2387,15,2010,6,4057,12,4674,14,,,,,,,,,,
4300,29.15853227,-90.09475658,4430,6,1878,9,7487,8,1745,10,3664,6,3312,5,,,,,,
5230,29.15847154,-90.09377293,6623,13,4670,10,4285,15,,,,,,,,,,,,
3372,29.15838601,-90.09238818,775,13,7855,14,,,,,,,,,,,,,,
976,29.15826561,-90.09043924,1186,11,1298,9,3643,15,233,9,,,,,,,,,,
3829,29.15809646,-90.08770177,150,13,860,9,233,6,1151,12,835,15,7712,7,,,,,,
4639,29.1578581,-90.08384544,5457,11,3831,8,448,9,5247,11,4164,14,4409,11,,,,,,
3590,29.15752246,-90.07841613,3335,12,5264,6,1298,11,169,10,,,,,,,,,,
4412,29.15705128,-90.07079174,1186,14,6388,11,775,14,6232,6,895,14,1522,7,,,,,,
4057,29.15638923,-90.06006382,5598,8,2337,10,1401,12,4164,15,1562,8,,,,,,,,
7366,29.1554625,-90.04498755,1878,6,2572,11,6259,11,6505,8,,,,,,,,,,
6658,29.15416688,-90.02370703,6623,14,7026,10,7959,13,4585,7,,,,,,,,,,
4113,29.15238963,-89.99387071,1899,13,,,,,,,,,,,,,,,,
7855,29.15000952,-89.95189055,7634,12,3372,14,7258,14,,,,,,,,,,,,
1745,29.1470303,-89.89281452,2456,13,4300,10,2346,11,1001,11,5391,12,492,11,,,,,,
5373,29.14401396,-89.80960341,2800,5,4674,13,1466,13,7487,15,3437,8,,,,,,,,
7004,29.14394354,-89.69319772,3383,5,4647,14,3705,15,7487,10,448,9,,,,,,,,
921,29.16461759,-89.53238037,1754,13,5863,9,961,13,,,,,,,,,,,,
1562,29.32431712,-89.48902186,4057,8,6246,14,1720,8,,,,,,,,,,,,
3831,29.55559773,-89.67769619,4809,8,4639,8,895,13,6944,13,,,,,,,,,,
6382,29.91299883,-89.86354883,4892,15,6108,7,7712,10,4164,14,6711,12,,,,,,,,
4506,30.18855414,-89.48886901,7026,9,895,15,3062,13,448,15,,,,,,,,,,
1245,30.27018548,-89.12605668,1070,9,3291,5,7731,15,4347,5,5721,7,,,,,,,,
6944,30.3072526,-88.86242961,3831,13,7338,12,7064,15,,,,,,,,,,,,
5863,30.32642491,-88.67384883,5457,6,3150,11,921,9,3900,9,4285,15,,,,,,,,
4079,30.3370228,-88.53929737,7590,7,1522,6,448,15,6259,5,5721,10,,,,,,,,
6505,30.34313062,-88.44347858,869,8,4809,9,7366,8,5264,14,4788,14,,,,,,,,
4347,30.34676261,-88.3752578,1823,9,7026,14,1245,5,4195,14,,,,,,,,,,
